year,stname,fem15,fem16,fem17,fem18,fem19,fem20,fem21,fem22,fem23,fem24,fem25,fem26,fem27,fem28,fem29,fem30,fem31,fem32,fem33,fem34,fem35,fem36,fem37,fem38,fem39,fem40,fem41,fem42,fem43,fem44,fem1519,fem2034,fem3544,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819
2013,OR,23682,24062,23729,23672,23605,24190,25934,27728,27356,26122,25472,25221,26049,26707,26331,27083,27700,27453,27901,26284,26030,25628,24864,25079,24012,24102,24569,26150,26799,25323,118750,397531,252556,0.19942736625671387,0.20262737572193146,0.19982315599918365,0.19934315979480743,0.1987789422273636,0.0608506016433239,0.06523767858743668,0.06975053250789642,0.06881476193666458,0.06571059674024582,0.06407550722360611,0.0634441077709198,0.06552696228027344,0.06718218326568604,0.06623634696006775,0.06812801957130432,0.0696801021695137,0.06905876845121384,0.07018572092056274,0.06611811369657516,0.10306625068187714,0.10147452354431152,0.0984494537115097,0.09930074959993362,0.09507594257593155,0.09543230384588242,0.09728139638900757,0.10354138910770416,0.10611111670732498,0.10026687383651733,0.398122102022171
2014,OR,23780,23851,24199,23497,23502,24255,25097,26757,27986,27608,26418,25930,25717,26449,27229,26741,27494,28022,27584,28218,26523,26220,25760,24972,25214,24211,24186,24663,26256,26899,118829,401505,254904,0.2001194953918457,0.2007170021533966,0.20364557206630707,0.1977379322052002,0.19777999818325043,0.06041020527482033,0.06250731647014618,0.06664176285266876,0.06970274448394775,0.06876128911972046,0.06579744070768356,0.06458201259374619,0.06405150890350342,0.06587464362382889,0.0678173378109932,0.06660190969705582,0.06847735494375229,0.06979240477085114,0.06870151311159134,0.07028056681156158,0.10405093431472778,0.10286225378513336,0.10105765610933304,0.09796629101037979,0.09891567379236221,0.09498085826635361,0.0948827788233757,0.09675407409667969,0.10300348699092865,0.10552600026130676,0.3955179452896118
2015,OR,24190,23867,23996,23852,23295,23993,25052,25867,27100,28482,28255,27004,26579,26450,27132,27873,27340,28018,28500,28036,28623,26888,26491,25996,25212,25425,24419,24358,24800,26523,119200,405681,258735,0.20293624699115753,0.20022651553153992,0.2013087272644043,0.20010067522525787,0.19542784988880157,0.05914252996444702,0.06175295263528824,0.06376191973686218,0.06680125743150711,0.0702078714966774,0.06964831799268723,0.06656461954116821,0.06551699340343475,0.06519901007413864,0.06688013672828674,0.0687066912651062,0.06739285588264465,0.06906411796808243,0.07025223970413208,0.06910848617553711,0.1106267049908638,0.10392100363969803,0.10238660871982574,0.10047345608472824,0.09744332730770111,0.09826656430959702,0.09437841922044754,0.09414265304803848,0.09585096687078476,0.10251028835773468,0.39552852511405945
2016,OR,24039,24454,24182,23831,23801,24208,25213,26155,26644,28078,29488,29403,28108,27833,27482,28150,28778,28237,28677,29182,28703,29231,27347,26914,26377,25567,25734,24629,24683,25126,120307,415636,264311,0.1998138129711151,0.2032633125782013,0.20100243389606476,0.19808490574359894,0.1978355348110199,0.058243270963430405,0.060661252588033676,0.06292765587568283,0.06410416960716248,0.0675543025135994,0.07094669342041016,0.07074218988418579,0.0676264837384224,0.06696484237909317,0.06612035632133484,0.06772752851247787,0.06923846900463104,0.06793684512376785,0.06899546831846237,0.07021047174930573,0.10859555751085281,0.11059319972991943,0.103465236723423,0.10182701796293259,0.09979531913995743,0.09673074632883072,0.09736257791519165,0.09318189322948456,0.0933862030506134,0.095062255859375,0.39592045545578003
2017,OR,23409,24202,24723,23976,23769,24513,25159,26069,26731,27208,28758,30272,30262,28971,28516,28156,28751,29248,28621,29218,29492,29055,29607,27687,27203,26660,25853,25854,24842,24856,120079,420453,271109,0.19494666159152985,0.2015506476163864,0.20588946342468262,0.19966855645179749,0.19794468581676483,0.0583014041185379,0.059837840497493744,0.06200217455625534,0.06357666850090027,0.06471115350723267,0.068397656083107,0.07199853658676147,0.0719747543334961,0.06890425086021423,0.06782208383083344,0.06696587055921555,0.06838101148605347,0.06956306844949722,0.06807181984186172,0.06949171423912048,0.1087828129529953,0.10717091709375381,0.10920699685811996,0.10212497413158417,0.10033971816301346,0.0983368307352066,0.095360167324543,0.09536385536193848,0.09163103997707367,0.09168267995119095,0.3976132273674011
2018,OR,23818,23572,24273,24479,23819,24366,25515,26129,26503,27304,27627,29240,31017,30750,29545,28994,28600,29177,29495,28864,29576,29634,29132,29788,27745,27307,26704,25878,25914,24819,119961,423126,276497,0.1985478550195694,0.19649720191955566,0.202340766787529,0.2040579915046692,0.19855619966983795,0.05758568271994591,0.06030118837952614,0.06175228953361511,0.06263618916273117,0.06452924013137817,0.0652926042675972,0.06910470873117447,0.07330440729856491,0.07267338782548904,0.06982553750276566,0.06852332502603531,0.06759215891361237,0.06895581632852554,0.06970737129449844,0.06821608543395996,0.10696680098772049,0.10717657208442688,0.10536099970340729,0.10773354023694992,0.10034467279911041,0.09876056760549545,0.09657970815896988,0.0935923382639885,0.09372253715991974,0.08976227790117264,0.40261417627334595
2019,OR,24128,23853,23712,24025,24213,24431,25316,26400,26463,27143,27935,28346,29873,31621,31179,30016,29323,29135,29377,29732,29085,29772,29816,29334,29823,27863,27339,26801,25868,25923,119931,426290,281624,0.20118235051631927,0.19888935983181,0.1977136880159378,0.20032352209091187,0.20189109444618225,0.05731075257062912,0.05938680097460747,0.061929672956466675,0.06207745894789696,0.06367261707782745,0.06553050875663757,0.06649463623762131,0.07007671147584915,0.07417720556259155,0.07314035296440125,0.07041215896606445,0.06878650933504105,0.06834549456834793,0.06891318410634995,0.06974595040082932,0.10327599942684174,0.10571542382240295,0.10587165504693985,0.10416015982627869,0.10589651763439178,0.09893687814474106,0.09707624465227127,0.09516589343547821,0.09185297042131424,0.0920482650399208,0.4022146165370941
1980,PA,100853,104694,104285,108472,115062,112193,111825,107526,105293,101755,100147,97677,96681,90459,94011,89638,88524,90780,97033,69160,69395,72146,78956,66943,65712,62950,61753,61680,60693,60707,533366,1452702,660935,0.18908779323101044,0.19628922641277313,0.19552239775657654,0.2033725380897522,0.2157280296087265,0.07723056524991989,0.07697724550962448,0.07401793450117111,0.07248079776763916,0.0700453370809555,0.06893843412399292,0.06723815202713013,0.06655253469944,0.062269482761621475,0.06471458077430725,0.061704326421022415,0.06093747913837433,0.062490448355674744,0.06679484248161316,0.04760783538222313,0.10499519854784012,0.10915748029947281,0.1194610670208931,0.10128530114889145,0.09942279011011124,0.09524385631084442,0.09343279153108597,0.09332233667373657,0.09182900190353394,0.09185018390417099,0.4191005825996399
1981,PA,94435,99922,102341,106377,112656,114485,111705,107420,105551,105471,100474,98373,97876,91691,95262,92356,87901,90615,89429,94820,67859,70474,73684,74638,68867,64878,61381,61713,62320,60090,515731,1483429,665904,0.18310903012752533,0.19374829530715942,0.19843871891498566,0.20626451075077057,0.21843945980072021,0.07717592269182205,0.0753018856048584,0.07241331040859222,0.07115338742733002,0.07109946012496948,0.06773091107606888,0.06631460040807724,0.06597956269979477,0.061810169368982315,0.06421743333339691,0.06225845590233803,0.05925527960062027,0.06108482554554939,0.06028532609343529,0.06391946971416473,0.10190507769584656,0.1058320701122284,0.11065258830785751,0.11208522319793701,0.10341881215572357,0.09742845594882965,0.09217695146799088,0.09267552196979523,0.09358706325292587,0.09023823589086533,0.4247039556503296
1982,PA,91424,93867,98190,104600,110929,111952,113306,106554,104726,105185,102758,98520,98260,92781,96688,93119,89948,89044,88531,87082,93199,69086,72325,70112,77586,68130,63366,61622,62130,61860,499010,1478454,699416,0.18321076035499573,0.1881064474582672,0.1967696100473404,0.20961503684520721,0.22229814529418945,0.0757223442196846,0.07663816213607788,0.07207123190164566,0.07083480805158615,0.07114526629447937,0.06950368732213974,0.06663717329502106,0.06646131724119186,0.06275542080402374,0.06539804488420486,0.06298403441905975,0.060839228332042694,0.06022777780890465,0.05988079309463501,0.05890071764588356,0.1332526057958603,0.0987766906619072,0.10340770334005356,0.10024363547563553,0.1109296903014183,0.09740983694791794,0.0905984416604042,0.08810493350028992,0.08883125334978104,0.08844521641731262,0.43191319704055786
1983,PA,88884,91209,92804,100699,109659,109352,110060,107089,102974,103698,102334,101337,98793,93813,98716,94376,91051,91065,87245,86793,86012,93877,70367,68343,72771,76737,66937,64133,62082,62044,483255,1478696,723303,0.1839277446269989,0.1887388676404953,0.1920394003391266,0.20837652683258057,0.22691746056079865,0.07395164668560028,0.0744304433465004,0.07242123782634735,0.06963838636875153,0.07012800127267838,0.06920556724071503,0.0685313269495964,0.06681089103221893,0.06344305723905563,0.06675881892442703,0.06382380425930023,0.06157520040869713,0.06158466637134552,0.05900130793452263,0.058695632964372635,0.11891558766365051,0.1297893077135086,0.09728564321994781,0.09448736906051636,0.10060928761959076,0.10609246790409088,0.09254351258277893,0.08866684883832932,0.08583124727010727,0.08577871322631836,0.435293972492218
1984,PA,89545,88233,89977,94690,105187,106783,107238,103612,103114,101909,101843,101387,101881,94854,100616,95837,92617,92164,89454,86090,86107,86333,95576,66586,71348,71828,74871,67429,63896,61575,467632,1479399,745549,0.19148604571819305,0.18868041038513184,0.19240984320640564,0.20248828828334808,0.2249354124069214,0.07217998802661896,0.07248754054307938,0.07003654539585114,0.06969992816448212,0.06888540834188461,0.06884079426527023,0.0685325562953949,0.06886647641658783,0.06411657482385635,0.06801140308380127,0.06478103250265121,0.06260447949171066,0.06229827180504799,0.06046644598245621,0.058192551136016846,0.1154947578907013,0.11579789221286774,0.12819546461105347,0.08931136876344681,0.09569860249757767,0.09634242951869965,0.10042398422956467,0.09044207632541656,0.0857032835483551,0.08259014785289764,0.42742371559143066
1985,PA,89683,88311,86691,91202,98397,101591,104374,100504,99395,101815,100535,100315,101151,97435,101613,96512,93992,93378,90448,88494,85710,86163,87894,90504,69869,69907,69807,75290,66573,63006,454284,1471552,764723,0.19741615653038025,0.1943960189819336,0.19082996249198914,0.2007598727941513,0.21659798920154572,0.06903663277626038,0.07092783600091934,0.06829795986413956,0.06754433363676071,0.06918885558843613,0.06831903010606766,0.06816952675580978,0.06873763352632523,0.06621240824460983,0.0690515860915184,0.0655851811170578,0.06387270241975784,0.06345545500516891,0.06146435812115669,0.06013650819659233,0.11207979917526245,0.11267217248678207,0.1149357333779335,0.11834873259067535,0.09136510640382767,0.09141480177640915,0.09128403663635254,0.09845394641160965,0.08705504983663559,0.08239061385393143,0.417357861995697
1986,PA,89573,89017,87540,88480,95490,95706,99917,98201,96845,98868,101526,99432,100322,97225,105009,97143,95205,95007,92095,90286,89129,85866,88075,83572,95949,68431,68468,70917,74593,66081,450100,1462787,791081,0.19900688529014587,0.1977716088294983,0.19449011981487274,0.19657853245735168,0.2121528536081314,0.06542716175317764,0.06830590963363647,0.06713280826807022,0.06620581448078156,0.06758879125118256,0.06940586864948273,0.06797435134649277,0.06858278065919876,0.0664655864238739,0.07178694009780884,0.06640952825546265,0.06508466601371765,0.06494930386543274,0.06295858323574066,0.06172190606594086,0.11266735196113586,0.10854261368513107,0.11133499443531036,0.10564278811216354,0.12128846347332001,0.08650315552949905,0.08654992282390594,0.08964568376541138,0.09429249167442322,0.08353253453969955,0.4087314009666443
1987,PA,80861,89121,88722,89528,92918,93414,94339,93962,94704,96639,98639,100117,98965,96288,104932,100074,96193,96246,93981,92594,91289,88673,87390,83445,88972,93872,67613,70271,70562,74545,441150,1451087,816632,0.18329593539237976,0.20201972126960754,0.20111526548862457,0.20294231176376343,0.2106267660856247,0.06437519192695618,0.06501264125108719,0.06475283950567245,0.06526418030261993,0.06659766286611557,0.06797593832015991,0.06899448484182358,0.06820059567689896,0.06635577231645584,0.07231269031763077,0.06896485388278961,0.06629030406475067,0.06632682681083679,0.06476593017578125,0.06381009519100189,0.11178719252347946,0.10858379304409027,0.10701270401477814,0.10218188911676407,0.1089499294757843,0.11495018750429153,0.08279494196176529,0.08604977279901505,0.08640611916780472,0.09128347039222717,0.4135690927505493
1988,PA,75082,80669,89329,90890,94296,91656,92128,88667,90699,94778,95696,96736,98834,94506,103732,100398,99839,97659,95891,95538,93885,90592,90198,82792,89386,86813,92344,69184,69339,70075,430266,1436757,834608,0.17450135946273804,0.18748635053634644,0.20761342346668243,0.21124142408370972,0.21915745735168457,0.06379366666078568,0.06412218511104584,0.061713289469480515,0.06312758475542068,0.06596662104129791,0.06660556048154831,0.06732940673828125,0.06878963857889175,0.06577730178833008,0.07219871133565903,0.06987820565700531,0.06948913633823395,0.06797182559967041,0.06674128025770187,0.06649558991193771,0.11248993873596191,0.10854437202215195,0.10807229578495026,0.09919866919517517,0.10709938406944275,0.1040164977312088,0.11064355820417404,0.08289400488138199,0.08307971805334091,0.08396156877279282,0.4303988814353943
1989,PA,71944,74996,81316,91503,95951,92912,89495,85546,84659,90046,92364,93382,94851,94099,101823,100595,100624,101411,97663,98242,96535,92827,92038,85507,89334,87009,85530,94745,68094,68735,415710,1417712,860354,0.17306295037269592,0.18040460348129272,0.1956075131893158,0.22011257708072662,0.23081234097480774,0.06553658097982407,0.06312636286020279,0.06034088879823685,0.05971523001790047,0.06351501494646072,0.06515004485845566,0.06586810201406479,0.06690427660942078,0.06637384742498398,0.07182206213474274,0.07095587998628616,0.07097633183002472,0.07153145223855972,0.06888775527477264,0.06929615885019302,0.11220381408929825,0.10789395868778229,0.10697689652442932,0.0993858352303505,0.10383400321006775,0.1011316254734993,0.09941256791353226,0.11012327671051025,0.07914648950099945,0.07989153265953064,0.45092493295669556
1990,PA,72181,71739,76264,83654,97221,95669,90400,83521,82010,84328,88059,90870,92292,90775,100770,101002,99770,101634,101420,100162,99240,95351,94300,87989,91679,88432,85602,87851,93461,68145,401059,1402682,892050,0.17997601628303528,0.1788739264011383,0.19015656411647797,0.2085827738046646,0.24241071939468384,0.06820434331893921,0.06444796174764633,0.05954378843307495,0.05846656486392021,0.06011911481618881,0.0627790167927742,0.06478303670883179,0.06579680740833282,0.06471531093120575,0.07184094190597534,0.07200634479522705,0.07112802565097809,0.07245691120624542,0.07230434566736221,0.0714074894785881,0.11124937236309052,0.1068897470831871,0.10571156442165375,0.09863685071468353,0.10277339071035385,0.0991334542632103,0.09596098959445953,0.098482146859169,0.10477103292942047,0.07639145851135254,0.45099347829818726
1991,PA,70875,72721,73805,76659,88586,96410,93980,87469,82509,83319,83478,87939,91228,87300,98197,98270,98330,99805,101659,104404,100089,97578,96498,89940,96817,89927,86844,86088,87115,95902,382646,1394297,926798,0.18522341549396515,0.1900477260351181,0.19288063049316406,0.200339213013649,0.2315090149641037,0.06914595514535904,0.067403145134449,0.06273340433835983,0.05917605757713318,0.05975699424743652,0.05987103283405304,0.06307049095630646,0.06542938947677612,0.06261219829320908,0.07042760401964188,0.07047995924949646,0.07052299380302429,0.07158087193965912,0.07291057705879211,0.07487931102514267,0.10799440741539001,0.10528507828712463,0.10411977767944336,0.09704379737377167,0.10446397215127945,0.09702977538108826,0.0937032699584961,0.09288755804300308,0.09399566799402237,0.10347670316696167,0.4318482279777527
1992,PA,74185,71627,74613,74535,80928,87634,94513,90286,85725,83478,82457,83003,87962,86265,93344,95950,95590,98540,99977,104367,104317,98326,98371,92315,97792,95044,88066,87179,85218,88817,375888,1369091,935445,0.19735932350158691,0.19055409729480743,0.1984979510307312,0.19829045236110687,0.21529817581176758,0.06400889158248901,0.06903339177370071,0.06594594568014145,0.06261453777551651,0.06097330152988434,0.06022755429148674,0.06062635779380798,0.0642484650015831,0.06300895661115646,0.06817954033613205,0.07008299976587296,0.06982004642486572,0.07197476178407669,0.07302436232566833,0.07623086869716644,0.11151590943336487,0.10511147230863571,0.10515957325696945,0.09868565201759338,0.10454061627388,0.10160297900438309,0.09414342790842056,0.09319521486759186,0.09109888970851898,0.09494625777006149,0.41358864307403564
1993,PA,75011,74834,73204,75964,78776,80217,86225,90737,88237,86734,82970,81996,83177,83588,91571,91844,93699,96466,99327,102837,104763,102809,99179,94839,99659,96515,93214,88607,86505,86715,377789,1339625,952805,0.19855263829231262,0.19808411598205566,0.19376954436302185,0.20107519626617432,0.20851850509643555,0.05988018959760666,0.06436502933502197,0.06773313134908676,0.06586693972349167,0.0647449865937233,0.061935242265462875,0.061208173632621765,0.06208976358175278,0.062396567314863205,0.06835569441318512,0.06855948269367218,0.06994420289993286,0.07200970500707626,0.0741453766822815,0.0767655149102211,0.10995219647884369,0.10790140926837921,0.1040915995836258,0.09953663498163223,0.1045953780412674,0.10129565000534058,0.09783113747835159,0.09299594163894653,0.09078982472419739,0.09101022779941559,0.40959370136260986
1994,PA,77342,75353,76070,74881,80019,77910,78885,82351,88047,88920,86136,82194,81929,79092,87713,90347,89673,94819,97453,101986,103387,103293,103390,96070,101330,98586,94562,93731,87863,87581,383665,1307455,969793,0.20158731937408447,0.1964031159877777,0.19827193021774292,0.19517287611961365,0.20856475830078125,0.05958905071020126,0.06033477187156677,0.06298572570085526,0.06734228134155273,0.06800998747348785,0.0658806636929512,0.06286564469337463,0.06266295909881592,0.060493096709251404,0.06708682328462601,0.06910142302513123,0.06858591735363007,0.07252180576324463,0.07453640550374985,0.07800345122814178,0.10660728812217712,0.10651035606861115,0.10661038011312485,0.09906237572431564,0.10448621213436127,0.10165674239397049,0.09750740975141525,0.09665052592754364,0.09059974551200867,0.09030896425247192,0.4037376344203949
1995,PA,80414,77394,76401,78174,78727,78865,76474,74923,79319,88320,88294,85053,81934,77998,82143,86870,88256,91059,96039,99930,102681,101997,103611,100642,101592,100495,96449,94991,92896,88578,391110,1275477,983932,0.20560456812381744,0.19788295030593872,0.195344015955925,0.1998772770166397,0.20129120349884033,0.0618317686021328,0.05995717644691467,0.05874115973711014,0.062187716364860535,0.06924468278884888,0.0692242980003357,0.06668328493833542,0.06423792988061905,0.06115202233195305,0.0644017904996872,0.06810785084962845,0.0691945031285286,0.07139211148023605,0.07529653608798981,0.07834716141223907,0.10435782372951508,0.1036626547574997,0.10530301183462143,0.10228552669286728,0.10325103998184204,0.10213612020015717,0.09802404791116714,0.09654223918914795,0.09441302716732025,0.09002451598644257,0.40116846561431885
1996,PA,79377,80144,78485,79026,82109,77434,77426,72347,71787,79351,87883,87077,84798,78340,80297,81856,85083,90078,92607,98474,100994,101503,102180,101460,105430,101140,98327,96972,94260,93340,399141,1244838,995606,0.19886957108974457,0.20079119503498077,0.19663476943969727,0.19799017906188965,0.20571427047252655,0.06220407783985138,0.06219765171408653,0.05811760202050209,0.05766774341464043,0.06374403834342957,0.07059793919324875,0.06995046883821487,0.06811970472335815,0.06293188035488129,0.064503975212574,0.06575635075569153,0.06834865361452103,0.07236122339963913,0.07439281046390533,0.07910587638616562,0.10143972933292389,0.10195097327232361,0.10263095796108246,0.10190778225660324,0.10589530318975449,0.10158637166023254,0.09876095503568649,0.09739997237920761,0.09467600286006927,0.0937519446015358,0.4037044644355774
1997,PA,81818,79538,81144,81345,82600,80198,75819,72740,68751,71439,79032,86307,86441,81005,79631,80121,80032,86908,91616,94617,99459,99583,101123,100209,104862,104867,98525,98468,95822,93952,406445,1214657,996870,0.20130153000354767,0.19569191336631775,0.19964325428009033,0.20013777911663055,0.2032255232334137,0.06602521985769272,0.062420088797807693,0.05988521873950958,0.05660116299986839,0.05881413444876671,0.06506527960300446,0.07105462998151779,0.07116494327783585,0.06668961048126221,0.06555842608213425,0.06596183031797409,0.06588856130838394,0.0715494155883789,0.0754254087805748,0.07789606600999832,0.09977128356695175,0.0998956710100174,0.10144051164388657,0.10052363574504852,0.10519124567508698,0.1051962673664093,0.09883435070514679,0.098777174949646,0.0961228609085083,0.0942469909787178,0.40336328744888306
1998,PA,81959,81925,79999,84663,84930,80525,78555,71076,68820,68394,71513,77615,85739,82887,81650,79971,78611,82273,88859,93683,96045,98338,99116,99863,102740,104826,102254,98788,97465,95326,413476,1190171,994761,0.19821947813034058,0.19813725352287292,0.19347918033599854,0.2047591656446457,0.20540490746498108,0.06765834242105484,0.06600312143564224,0.05971914902329445,0.05782362446188927,0.05746569111943245,0.06008632481098175,0.06521331518888474,0.07203923165798187,0.06964293122291565,0.06860359013080597,0.06719286739826202,0.06605017185211182,0.06912703812122345,0.07466070353984833,0.07871390134096146,0.0965508297085762,0.09885590523481369,0.09963800013065338,0.10038893669843674,0.10328108817338943,0.10537807643413544,0.10279253125190735,0.09930827468633652,0.09797830879688263,0.09582804143428802,0.4101640582084656
1999,PA,79961,81698,81999,84020,88222,82658,78971,73400,66911,68203,68531,70114,77133,82529,82808,82497,78733,81377,84594,91103,95564,95240,97832,98589,101531,103232,102325,102672,97987,96722,415900,1169562,991694,0.19226016104221344,0.19643664360046387,0.19716037809848785,0.20201972126960754,0.2121231108903885,0.07067432254552841,0.06752185523509979,0.06275853514671326,0.05721030756831169,0.05831499397754669,0.0585954412817955,0.059948939830064774,0.06595032662153244,0.07056402415037155,0.07080257683992386,0.07053666561841965,0.06731836497783661,0.06957904249429703,0.07232964038848877,0.07789497077465057,0.09636440128087997,0.09603768587112427,0.09865140169858932,0.09941473603248596,0.1023813784122467,0.10409662872552872,0.10318203270435333,0.10353193432092667,0.09880769997835159,0.09753210097551346,0.4141428470611572
2000,PA,82014,80276,81740,85637,87840,85551,81228,74267,68674,66231,68329,67818,70014,75266,81778,83489,81533,81088,83692,86302,92204,94895,95026,97622,100127,101562,101931,102513,101586,97236,417507,1155260,984702,0.19643741846084595,0.19227461516857147,0.1957811415195465,0.20511512458324432,0.21039168536663055,0.07405345886945724,0.07031144201755524,0.06428596377372742,0.05944462865591049,0.05732995271682739,0.05914599448442459,0.05870366841554642,0.06060453876852989,0.06515070050954819,0.07078752666711807,0.07226858288049698,0.07057545334100723,0.07019025832414627,0.07244429737329483,0.07470352947711945,0.09363645315170288,0.09636925905942917,0.09650228917598724,0.09913862496614456,0.10168253630399704,0.10313983261585236,0.10351456701755524,0.10410560667514801,0.1031642034649849,0.09874662756919861,0.4155068099498749
2001,PA,83125,82410,80434,86756,87523,84717,83128,76551,72131,68678,67373,68390,67942,70039,75253,81615,83317,81544,80959,83529,86567,92335,94878,95099,97728,100038,101499,101866,102351,101456,420248,1145166,973817,0.19779987633228302,0.19609849154949188,0.19139650464057922,0.2064400017261505,0.20826512575149536,0.07397791743278503,0.07259035110473633,0.06684707850217819,0.06298737227916718,0.059972092509269714,0.05883251875638962,0.05972059816122055,0.05932939052581787,0.06116056442260742,0.06571361422538757,0.07126914709806442,0.07275538891553879,0.07120714336633682,0.07069630175828934,0.07294051349163055,0.08889452368021011,0.09481760859489441,0.09742898494005203,0.09765592217445374,0.1003556102514267,0.10272771865129471,0.10422800481319427,0.10460487008094788,0.10510291159152985,0.10418384522199631,0.4147051274776459
2002,PA,83693,83498,82603,85757,88780,84615,82621,78833,74373,72465,70121,67824,68878,68132,70467,75498,81327,83377,81742,81193,83829,86936,92453,95048,95266,97633,100236,101360,101860,102305,424331,1141466,956926,0.19723518192768097,0.1967756301164627,0.19466643035411835,0.20209930837154388,0.20922346413135529,0.07412835955619812,0.07238148152828217,0.06906294077634811,0.06515568494796753,0.06348415464162827,0.06143065169453621,0.05941832810640335,0.06034170091152191,0.059688154608011246,0.06173377111554146,0.06614126265048981,0.07124785333871841,0.07304378598928452,0.0716114193201065,0.07113046199083328,0.08760238438844681,0.09084924310445786,0.09661457687616348,0.09932638704776764,0.09955419600009918,0.10202774405479431,0.10474791377782822,0.10592250525951385,0.10644501447677612,0.10691004246473312,0.41132277250289917
2003,PA,84696,84251,83722,88030,88042,86114,82871,78377,76372,74526,74093,70309,68214,69141,68376,70663,75395,81821,83716,82040,81750,84454,87025,92741,95317,95166,97956,100100,101423,101814,428741,1142028,937746,0.1975458413362503,0.19650791585445404,0.19527406990528107,0.20532208681106567,0.2053500860929489,0.07540445774793625,0.07256477326154709,0.0686296671628952,0.06687401980161667,0.06525759398937225,0.0648784413933754,0.06156504154205322,0.05973058566451073,0.06054229661822319,0.05987243726849556,0.06187501549720764,0.06601852178573608,0.0716453567147255,0.073304682970047,0.07183711975812912,0.08717712759971619,0.09006063640117645,0.09280231595039368,0.098897784948349,0.10164479166269302,0.1014837697148323,0.10445898771286011,0.10674532502889633,0.10815615206956863,0.10857310891151428,0.4106721878051758
2004,PA,86306,85290,84516,89123,90053,85021,84334,78623,75741,76658,75922,74207,70851,68356,69230,68678,70111,75847,82334,84050,82523,82386,84384,87371,93192,95235,95520,97784,100258,101382,435288,1139963,920035,0.19827333092689514,0.19593924283981323,0.19416110217571259,0.20474490523338318,0.20688141882419586,0.07458224892616272,0.07397959381341934,0.06896977871656418,0.06644163280725479,0.06724604219198227,0.06660040467977524,0.06509597599506378,0.062152016907930374,0.059963349252939224,0.060730040073394775,0.0602458156645298,0.06150287389755249,0.0665346160531044,0.07222515344619751,0.0737304612994194,0.08969549834728241,0.08954659104347229,0.09171824902296066,0.09496486186981201,0.10129179805517197,0.10351236909627914,0.10382213443517685,0.10628291219472885,0.10897193849086761,0.110193632543087,0.41162633895874023
2005,PA,89157,86918,85420,89794,91541,87368,83376,80324,76119,75661,78032,75667,74559,71200,68439,69400,68032,70451,76508,82962,84558,83273,82440,84754,87646,93015,95692,95412,97904,100074,442830,1138098,904768,0.20133459568023682,0.19627848267555237,0.19289569556713104,0.2027730792760849,0.20671814680099487,0.07676667720079422,0.07325907051563263,0.07057740539312363,0.06688264012336731,0.06648021191358566,0.06856351345777512,0.06648548692464828,0.06551193445920944,0.06256052106618881,0.06013454124331474,0.060978930443525314,0.059776924550533295,0.061902403831481934,0.06722444295883179,0.07289530336856842,0.09345821291208267,0.09203796088695526,0.09111727774143219,0.09367484599351883,0.09687124192714691,0.10280536115169525,0.10576412826776505,0.10545466095209122,0.10820895433425903,0.11060736328363419,0.40949124097824097
2006,PA,87046,90003,87196,91128,92604,89013,85896,78939,77489,76165,76867,77678,75887,74619,71088,68959,68551,68625,71272,77272,83772,85441,83248,83000,85402,87550,93739,95591,95839,97954,447977,1138320,891536,0.1943090856075287,0.20090986788272858,0.19464391469955444,0.20342116057872772,0.20671597123146057,0.07819681614637375,0.0754585713148117,0.06934693455696106,0.06807312369346619,0.06691000610589981,0.06752670556306839,0.06823915988206863,0.06666579097509384,0.06555186957120895,0.062449924647808075,0.06057962775230408,0.06022120267152786,0.06028621271252632,0.06261156499385834,0.0678824931383133,0.09396367520093918,0.09583572298288345,0.09337592869997025,0.0930977538228035,0.09579198062419891,0.09820130467414856,0.10514325648546219,0.10722057521343231,0.10749874264001846,0.10987105220556259,0.4101371169090271
2007,PA,85901,88058,90296,92906,93870,89572,87201,81579,75741,77598,77457,76718,77890,75962,74465,71339,67996,69179,69459,71931,78068,84660,85344,83566,83625,85246,88359,93459,95925,95903,451031,1144087,874155,0.19045475125312805,0.19523712992668152,0.20019909739494324,0.20598584413528442,0.20812316238880157,0.07829125225543976,0.0762188509106636,0.07130489498376846,0.06620213389396667,0.06782526522874832,0.06770201772451401,0.0670560896396637,0.06808048486709595,0.06639529764652252,0.06508683413267136,0.062354523688554764,0.05943254381418228,0.06046655401587486,0.06071129068732262,0.06287197023630142,0.08930681645870209,0.09684780985116959,0.09763028472661972,0.0955963209271431,0.09566381573677063,0.09751817584037781,0.10107932984828949,0.10691353678703308,0.10973454266786575,0.10970937460660934,0.4141089916229248
