year,stname,fem15,fem16,fem17,fem18,fem19,fem20,fem21,fem22,fem23,fem24,fem25,fem26,fem27,fem28,fem29,fem30,fem31,fem32,fem33,fem34,fem35,fem36,fem37,fem38,fem39,fem40,fem41,fem42,fem43,fem44,fem1519,fem2034,fem3544,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819
1994,GA,50263,48995,48960,46665,50690,51176,51359,53692,57325,57226,55464,54527,57781,58273,65927,67813,66256,66534,65541,66631,65516,63608,63622,59409,61817,59827,56478,55263,52994,53959,245573,895525,592493,0.20467640459537506,0.19951297342777252,0.19937045872211456,0.1900249570608139,0.20641520619392395,0.05714636668562889,0.05735071748495102,0.059955891221761703,0.06401272863149643,0.06390217691659927,0.06193462014198303,0.06088830530643463,0.06452193111181259,0.06507132947444916,0.07361827045679092,0.075724296271801,0.07398565113544464,0.07429608702659607,0.07318723946809769,0.07440439611673355,0.11057683080434799,0.10735654085874557,0.10738017410039902,0.10026954114437103,0.10433372110128403,0.10097502917051315,0.09532264620065689,0.09327198565006256,0.0894424095749855,0.09107112139463425,0.39644014835357666
1995,GA,53387,50851,50336,49631,49916,51964,50756,51779,55256,59738,59189,56351,57063,57862,63053,67717,67602,67559,66919,67779,67695,64841,64427,62957,63052,62264,58496,56904,55725,54039,254121,900587,610400,0.2100849598646164,0.2001054584980011,0.19807887077331543,0.19530460238456726,0.19642610847949982,0.05770014598965645,0.05635879561305046,0.05749472230672836,0.06135553866624832,0.06633229553699493,0.06572268903255463,0.06257141381502151,0.0633620098233223,0.06424921005964279,0.07001322507858276,0.07519207149744034,0.07506437599658966,0.07501662522554398,0.07430598139762878,0.07526091486215591,0.11090268939733505,0.10622706264257431,0.10554882138967514,0.10314056277275085,0.10329619795084,0.1020052433013916,0.09583224356174469,0.09322411566972733,0.0912925973534584,0.08853047341108322,0.39173072576522827
1996,GA,53776,54008,52071,51200,52943,51269,51455,51433,53455,57668,62142,60071,59088,57363,62048,64954,67358,68739,67764,68927,68990,66918,65462,64033,66105,63814,60707,58982,57355,56588,263998,903734,628954,0.2036985158920288,0.20457731187343597,0.19724012911319733,0.19394086301326752,0.20054318010807037,0.05673018842935562,0.05693599954247475,0.0569116584956646,0.05914904177188873,0.0638108104467392,0.06876138597726822,0.06646978110074997,0.06538207083940506,0.06347332149744034,0.06865736842155457,0.07187291979789734,0.07453299313783646,0.07606109976768494,0.07498224079608917,0.07626911997795105,0.10969005525112152,0.10639569908380508,0.10408074408769608,0.10180871933698654,0.10510307550430298,0.1014605164527893,0.0965205729007721,0.09377792477607727,0.09119109064340591,0.08997160196304321,0.3944840431213379
1997,GA,54888,54202,55298,53269,54593,54442,50756,52445,53404,55971,60489,62997,63183,59712,61127,64244,64666,68449,68839,69675,70380,68169,67497,65468,66600,67273,62168,61349,59543,58100,272250,910399,646547,0.2016088217496872,0.19908906519412994,0.20311477780342102,0.19566208124160767,0.20052525401115417,0.059800151735544205,0.05575137957930565,0.05760661140084267,0.05865999311208725,0.061479635536670685,0.06644229590892792,0.06919713318347931,0.06940143555402756,0.0655888244509697,0.06714309006929398,0.07056686282157898,0.071030393242836,0.07518571615219116,0.07561410218477249,0.07653237879276276,0.10885519534349442,0.10543549060821533,0.10439611971378326,0.10125791281461716,0.10300875455141068,0.1040496677160263,0.0961538776755333,0.0948871448636055,0.09209384769201279,0.08986198902130127,0.39618733525276184
1998,GA,55306,55418,55394,56598,56512,56082,53612,51834,54443,55774,58731,61007,66189,63885,62841,63416,63781,65460,68272,70457,71072,69341,68401,67671,67319,68018,65302,62745,61909,59969,279228,915784,661747,0.1980675309896469,0.1984686404466629,0.1983826905488968,0.20269456505775452,0.20238657295703888,0.0612393319606781,0.05854218825697899,0.05660068243741989,0.059449609369039536,0.06090300902724266,0.06413193792104721,0.06661723554134369,0.07227578014135361,0.06975989788770676,0.06861989200115204,0.069247767329216,0.06964633613824844,0.07147973775863647,0.0745503306388855,0.0769362673163414,0.1074005588889122,0.10478475689888,0.10336427390575409,0.10226113349199295,0.10172921419143677,0.10278550535440445,0.09868121892213821,0.09481720626354218,0.09355387836694717,0.09062224626541138,0.4050811529159546
1999,GA,55005,55980,56214,56903,59706,57996,55061,54868,53951,56776,58649,59037,64219,67115,66565,65333,62811,64302,65042,69659,71912,69925,69337,68866,68841,69037,65874,65945,63317,62018,283808,921384,675072,0.1938105970621109,0.1972460299730301,0.19807052612304688,0.20049822330474854,0.2103746235370636,0.0629444420337677,0.05975901335477829,0.05954954773187637,0.058554306626319885,0.06162034347653389,0.06365315616130829,0.06407426297664642,0.06969840824604034,0.07284151017665863,0.07224457710981369,0.07090745866298676,0.06817027181386948,0.06978849321603775,0.07059162855148315,0.07560256868600845,0.10652493685483932,0.10358154028654099,0.10271052271127701,0.10201282054185867,0.10197579115629196,0.10226612538099289,0.09758070111274719,0.09768587350845337,0.09379296004772186,0.09186872094869614,0.41087284684181213
2000,GA,57401,56121,56613,57750,60171,61196,57362,56954,57096,56482,59774,59198,62028,65278,68794,68552,65330,63480,64163,66114,70618,71026,69773,69945,69639,70080,67554,66511,66490,63628,288056,931801,685264,0.19927027821540833,0.19482670724391937,0.19653470814228058,0.2004818469285965,0.20888645946979523,0.06567496806383133,0.06156035512685776,0.06112249195575714,0.06127488613128662,0.06061594560742378,0.06414888799190521,0.06353073567152023,0.06656786054372787,0.07005573064088821,0.07382906973361969,0.07356935739517212,0.07011153548955917,0.0681261345744133,0.06885912269353867,0.07095291465520859,0.10305225104093552,0.1036476418375969,0.10181915014982224,0.102070152759552,0.10162360966205597,0.10226715356111526,0.0985809862613678,0.09705894440412521,0.09702830016613007,0.09285180270671844,0.4093683063983917
2001,GA,58159,58115,56959,56469,59135,61951,63095,59653,59125,58470,57988,60762,60284,62874,65848,69418,69471,65999,64155,64740,66646,71121,71639,70285,70341,70016,70452,67868,66773,66729,288837,943833,691870,0.20135578513145447,0.20120345056056976,0.1972011923789978,0.19550472497940063,0.20473484694957733,0.06563767045736313,0.06684975326061249,0.06320291757583618,0.06264349818229675,0.06194951757788658,0.06143883615732193,0.06437791138887405,0.06387146562337875,0.06661559641361237,0.0697665810585022,0.07354902476072311,0.07360517978668213,0.06992656737565994,0.067972831428051,0.06859264522790909,0.09632734209299088,0.1027953252196312,0.10354401916265488,0.10158700495958328,0.10166794061660767,0.10119820386171341,0.10182838141918182,0.09809356927871704,0.09651090204715729,0.09644731134176254,0.40023958683013916
2002,GA,59664,58856,58746,57188,58158,60553,63421,65025,61628,60431,59845,58668,61706,60670,63039,66406,70267,70229,66819,64594,65356,66997,71752,72103,70895,70543,70511,70626,68126,66977,292612,953301,693886,0.20390141010284424,0.20114007592201233,0.20076414942741394,0.19543969631195068,0.1987546682357788,0.06351928412914276,0.06652778387069702,0.06821035593748093,0.06464694440364838,0.06339131295681,0.0627766028046608,0.06154194846749306,0.0647287666797638,0.06364201754331589,0.06612706929445267,0.06965900957584381,0.0737091451883316,0.07366928458213806,0.07009223848581314,0.0677582398056984,0.0941883847117424,0.09655332565307617,0.10340603440999985,0.1039118841290474,0.10217095911502838,0.10166367143392563,0.10161755979061127,0.10178329050540924,0.098180390894413,0.09652449935674667,0.3941943645477295
2003,GA,61365,60511,59149,59258,58528,59077,61513,64886,66738,62479,61503,59942,59622,61723,60816,63768,67026,71322,71059,67073,65252,65680,67433,72332,72524,70960,71023,70563,70848,68094,298811,958547,694709,0.205363929271698,0.2025059312582016,0.19794785976409912,0.1983126401901245,0.19586962461471558,0.06163182482123375,0.06417316943407059,0.06769204139709473,0.06962412595748901,0.0651809424161911,0.0641627386212349,0.06253422796726227,0.0622003935277462,0.06439225375652313,0.0634460300207138,0.06652569025754929,0.06992458552122116,0.07440637052059174,0.07413199543952942,0.06997361779212952,0.09392710030078888,0.09454318135976791,0.09706654399633408,0.10411841422319412,0.10439478605985641,0.10214348882436752,0.10223416984081268,0.10157202184200287,0.10198226571083069,0.09801802039146423,0.3941822648048401
2004,GA,63429,62099,60606,60070,60934,59797,60591,63155,66750,67855,64075,61889,61000,59699,61831,61596,64605,68201,72112,71157,67725,65496,66055,67862,72831,72738,71351,71022,70541,70671,307138,964313,696292,0.206516295671463,0.2021859884262085,0.1973249763250351,0.19557984173297882,0.19839289784431458,0.06200994923710823,0.06283333152532578,0.06549222022294998,0.06922026723623276,0.07036615908145905,0.06644626706838608,0.06417936831712723,0.06325747072696686,0.06190832331776619,0.06411921977996826,0.06387552618980408,0.06699588149785995,0.0707249641418457,0.07478069514036179,0.07379035651683807,0.09726522862911224,0.09406398236751556,0.0948668122291565,0.09746198356151581,0.10459835827350616,0.10446479171514511,0.10247281193733215,0.10200031101703644,0.10130950808525085,0.10149621218442917,0.3939727544784546
2005,GA,67299,64655,62628,61964,61798,61529,60903,61429,64552,67590,69447,64338,63349,61019,59910,62972,62794,66425,69504,72666,72404,68515,66363,67035,68929,73214,73624,71761,71677,70765,318344,968427,704287,0.21140338480472565,0.20309790968894958,0.1967305839061737,0.19464479386806488,0.19412334263324738,0.06353498995304108,0.06288857758045197,0.06343173235654831,0.06665654480457306,0.06979358941316605,0.07171113789081573,0.0664355680346489,0.06541432440280914,0.06300836056470871,0.06186320632696152,0.06502503901720047,0.06484123319387436,0.06859061121940613,0.07176999747753143,0.07503508031368256,0.10280468314886093,0.0972827821969986,0.09422720968723297,0.09518136829137802,0.0978706106543541,0.10395477712154388,0.10453692823648453,0.10189170390367508,0.10177242755889893,0.10047750174999237,0.38876813650131226
2006,GA,67830,68543,65167,64127,63536,62524,62959,62493,63936,66331,70153,70059,66661,63791,61869,61693,64611,64908,68157,70333,74475,73277,69742,67532,68176,69614,74206,74209,72396,71960,329203,980478,715587,0.20604307949543,0.20820891857147217,0.19795385003089905,0.194794699549675,0.1929994523525238,0.0637688934803009,0.06421256065368652,0.06373728066682816,0.06520900875329971,0.06765169650316238,0.07154979556798935,0.07145392149686813,0.06798826903104782,0.06506112217903137,0.06310085207223892,0.06292135268449783,0.06589744985103607,0.066200360655784607,0.06951405107975006,0.07173337787389755,0.10407539457082748,0.1024012491106987,0.09746124595403671,0.09437286853790283,0.09527283161878586,0.09728237241506577,0.10369948297739029,0.10370367020368576,0.10117008537054062,0.10056079924106598,0.3877941370010376
2007,GA,68393,69053,68838,66961,65527,64353,63917,63880,64556,65316,68702,70200,72263,66441,64174,63488,63168,66776,66470,68767,72062,75343,74273,70782,68666,68791,70806,74769,74941,72747,338772,992471,723180,0.20188504457473755,0.20383325219154358,0.2031986117362976,0.1976580172777176,0.19342507421970367,0.06484118849039078,0.06440187990665436,0.06436460465192795,0.06504572927951813,0.06581149250268936,0.06922318041324615,0.07073254883289337,0.07281119376420975,0.06694503128528595,0.06466083228588104,0.06396962702274323,0.06364720314741135,0.06728257238864899,0.06697425246238708,0.06928867101669312,0.09964600950479507,0.10418291389942169,0.10270334035158157,0.09787604957818985,0.09495007991790771,0.09512292593717575,0.09790923446416855,0.1033891960978508,0.1036270335316658,0.1005932167172432,0.39108309149742126
2008,GA,68608,69261,68838,70564,68033,65821,65168,64166,65476,65423,67233,68482,72116,71253,66288,65594,64399,64959,67962,66260,70216,72408,76106,74924,71654,68808,69571,70945,75135,74935,345304,1000600,724702,0.19868868589401245,0.20057977735996246,0.19935476779937744,0.20435327291488647,0.19702349603176117,0.06578153371810913,0.06512892246246338,0.06412752717733383,0.06543673574924469,0.06538376957178116,0.0671926811337471,0.06844093650579453,0.07207275927066803,0.07121027261018753,0.06624825298786163,0.0655546635389328,0.06436038017272949,0.06492004543542862,0.0679212436079979,0.06622026860713959,0.09688948094844818,0.09991417080163956,0.10501696169376373,0.10338594019412994,0.09887374192476273,0.09494661539793015,0.09599945694208145,0.09789541363716125,0.10367709398269653,0.10340112447738647,0.40137678384780884
2009,GA,67183,69417,68832,70743,71485,68059,66621,65195,65610,66151,66922,66507,70349,70391,70577,67399,66272,65864,65653,67414,67314,70285,72599,76573,75469,71322,69136,69421,71015,74811,347660,1008984,717945,0.19324339926242828,0.19966921210289001,0.19798654317855835,0.20348328351974487,0.20561756193637848,0.06745300441980362,0.06602780520915985,0.06461450457572937,0.06502580642700195,0.06556198745965958,0.06632612645626068,0.0659148246049881,0.06972261518239975,0.06976424157619476,0.06994858384132385,0.06679888069629669,0.06568191200494766,0.06527754664421082,0.06506842374801636,0.06681374460458755,0.09375926852226257,0.097897469997406,0.10112056136131287,0.1066557988524437,0.10511808097362518,0.09934186935424805,0.09629707038402557,0.09669403731822968,0.0989142656326294,0.10420157760381699,0.40910083055496216
2010,GA,67017,68295,69019,70428,71940,71188,68535,66412,65712,65920,67240,66035,67988,68878,69397,71175,68134,67149,67024,65069,68226,67427,69912,72961,76758,75721,71317,69448,69300,70689,346699,1015856,711759,0.1933002471923828,0.19698643684387207,0.19907470047473907,0.20313873887062073,0.20749987661838531,0.07007686048746109,0.06746526807546616,0.06537541002035141,0.06468633562326431,0.06489108502864838,0.06619048118591309,0.06500428915023804,0.06692680716514587,0.06780291348695755,0.06831381469964981,0.07006406784057617,0.06707052886486053,0.06610090285539627,0.06597785651683807,0.06405337154865265,0.0958554819226265,0.09473291039466858,0.09822425991296768,0.10250800848007202,0.10784268379211426,0.1063857302069664,0.10019823908805847,0.09757234901189804,0.09736441820859909,0.09931591898202896,0.41063863039016724
2011,GA,66195,67099,68598,69171,71193,71413,72060,69225,67511,66349,66339,67934,66441,68351,68960,69655,71455,68371,67384,67177,65360,68433,67525,69992,72881,76724,75628,71215,69296,69069,342256,1028625,706123,0.19340786337852478,0.19604915380477905,0.20042891800403595,0.20210310816764832,0.2080109566450119,0.06942568719387054,0.07005468755960464,0.06729857623577118,0.06563227623701096,0.06450261175632477,0.06449288874864578,0.06604350358247757,0.06459205597639084,0.06644889712333679,0.06704095005989075,0.06771661341190338,0.06946652382612228,0.06646834313869476,0.06550881266593933,0.06530757248401642,0.09256177395582199,0.09691371023654938,0.0956278145313263,0.09912154078483582,0.10321289300918579,0.10865528881549835,0.10710315406322479,0.10085353255271912,0.09813587367534637,0.0978144034743309,0.410114049911499
2012,GA,66958,66576,67566,68968,70641,71234,72820,73195,70596,68277,66988,67229,68394,67069,68810,69390,69981,71783,68664,67475,67274,65482,68604,67669,70016,72959,76595,75569,71237,69175,340709,1041905,704580,0.1965254843235016,0.1954042911529541,0.198309987783432,0.20242494344711304,0.20733529329299927,0.06836899369955063,0.06989120692014694,0.07025112956762314,0.06775666028261185,0.065530925989151,0.064293771982193,0.0645250752568245,0.06564322113990784,0.0643715113401413,0.06604249030351639,0.06659916043281555,0.06716639548540115,0.06889591366052628,0.06590235978364944,0.06476118415594101,0.09548099339008331,0.09293763339519501,0.09736864268779755,0.09604161232709885,0.09937267750501633,0.10354962944984436,0.1087101548910141,0.10725396871566772,0.10110562294721603,0.09817905724048615,0.4097602367401123
