year,stname,pop,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,pop30,pop31,pop32,pop33,pop34,pop35,pop36,pop37,pop38,pop39,pop40,pop41,pop42,pop43,pop44,pop1519,pop2024,pop2534,pop2034,pop3544,pop45plus,popwhitenh1519,popwhitenh2024,popwhitenh2534,popwhitenh2034,popwhitenh3544,popwhitenh45plus,popblacknh1519,popblacknh2024,popblacknh2534,popblacknh2034,popblacknh3544,popblacknh45plus,pophispanic1519,pophispanic2024,pophispanic2534,pophispanic2034,pophispanic3544,pophispanic45plus,popotherrace1519,popotherrace2024,popotherrace2534,popotherrace2034,popotherrace3544,popotherrace45plus,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819,pop2045plus,popwhite1544,popblack1544,pophispanic1544
2003,MI,2103447,72894,71468,71628,72076,69297,69735,70773,70557,68026,63146,59467,57493,57426,60866,59960,62791,67449,72768,73343,69738,68142,70216,70888,75095,78392,77709,78815,80270,82078,80941,357363,342237,641301,983538,762546,0,271541,258506,469847,728353,606950,606950,58525,54627,111533,166160,109657,0,15978,16119,30482,46601,22846,0,11319,12985,29439,42424,23093,0,0.20397746562957764,0.19998712837696075,0.2004348486661911,0.2016884833574295,0.193912073969841,0.07090219110250473,0.07195756584405899,0.07173795253038406,0.06916458904743195,0.06420290470123291,0.06046232953667641,0.058455292135477066,0.05838716775178909,0.061884745955467224,0.06096358224749565,0.06384196877479553,0.06857793033123016,0.073985956609249115,0.07457058131694794,0.07090523838996887,0.08936116844415665,0.09208100289106369,0.09296225756406784,0.09847930818796158,0.10280297696590424,0.10190729796886444,0.1033577024936676,0.1052657812833786,0.10763678699731827,0.10614572465419769,0.3956005573272705,1746084,1606844,334342,85425
2004,MI,2083796,72854,72998,71360,72039,71505,68823,69837,68607,68813,66553,61466,59267,57374,57061,60151,60260,62892,67936,72766,72925,68698,68473,69788,70621,74877,77921,77604,78679,80171,81477,360756,342633,632098,974731,748309,0,272336,258234,461232,719466,591953,591953,60431,54467,109815,164282,108698,0,16507,16524,31168,47692,23651,0,11482,13408,29883,43291,24007,0,0.2019481360912323,0.2023472934961319,0.19780683517456055,0.19968898594379425,0.1982087641954422,0.07060717046260834,0.07164745777845383,0.07038557529449463,0.07059691101312637,0.06827832758426666,0.06305944919586182,0.06080344319343567,0.05886136740446091,0.05854025483131409,0.061710357666015625,0.061822183430194855,0.06452241539955139,0.06969717890024185,0.07465238869190216,0.07481551170349121,0.09180431813001633,0.09150364249944687,0.09326093643903732,0.09437411278486252,0.10006160289049149,0.10412944108247757,0.10370582342147827,0.10514239221811295,0.10713621973991394,0.10888148844242096,0.39789775013923645,1723040,1583755,333411,87850
2005,MI,2064063,78018,72824,72765,71647,71329,70923,68634,67306,66310,66781,64795,61048,58994,56936,56146,60550,60311,63324,67728,72353,71501,69046,67839,69419,70392,74306,77613,77194,78498,79533,366583,339954,622185,962139,735341,0,273476,256277,452985,709262,577569,577569,64176,53349,107499,160848,108163,0,17290,16728,31828,48556,24556,0,11641,13600,29873,43473,25053,0,0.21282492578029633,0.19865624606609344,0.1984952986240387,0.19544550776481628,0.19457803666591644,0.07371388375759125,0.07133480906486511,0.06995455175638199,0.0689193531870842,0.06940889358520508,0.06734474003314972,0.06345029175281525,0.06131546571850777,0.0591764822602272,0.05835539475083351,0.06293269246816635,0.06268429011106491,0.06581585109233856,0.0703931525349617,0.075200155377388,0.09723515808582306,0.09389657527208328,0.09225516021251678,0.09440381824970245,0.09572701901197433,0.10104971379041672,0.10554695129394531,0.10497714579105377,0.1067504733800888,0.10815798491239548,0.39002352952957153,1697480,1560307,333187,90402
2006,MI,2039615,76414,78056,72470,72953,70847,70514,70480,65752,64445,64086,64785,63981,60541,58203,55701,56246,60484,60712,62952,67223,70560,71922,68166,67337,69004,69696,74041,77331,76940,77773,370740,335277,610828,946105,722770,0,273075,252085,444423,696508,562964,562964,67739,52685,104423,157108,108189,0,18037,16821,32157,48978,25581,0,11889,13686,29825,43511,26036,0,0.2061121016740799,0.21054108440876007,0.19547392427921295,0.19677671790122986,0.19109618663787842,0.07453083992004395,0.07449490576982498,0.06949757039546967,0.06811612099409103,0.0677366703748703,0.06847548484802246,0.06762568652629852,0.06398972868919373,0.06151854246854782,0.058874014765024185,0.05945006012916565,0.0639294758439064,0.0641704648733139,0.06653806567192078,0.07105236500501633,0.09762441366910934,0.09950883686542511,0.0943121612071991,0.09316518157720566,0.09547159075737,0.0964290127158165,0.10244061052799225,0.10699254274368286,0.10645157098770142,0.10760407894849777,0.3878729045391083,1668875,1532547,333036,92596
2007,MI,2009754,74362,76426,77691,72831,71979,69541,69364,67227,62487,62082,61672,63522,63207,59448,56838,56091,56208,60785,60218,62081,65084,70993,70864,67630,66805,68202,69330,73586,77091,76109,373289,330701,600070,930771,705694,0,272073,247557,437502,685059,544477,544477,70188,52672,100950,153622,107906,0,18920,16888,32289,49177,26461,0,12108,13584,29329,42913,26850,0,0.1992075890302658,0.20473681390285492,0.20812560617923737,0.19510620832443237,0.19282379746437073,0.0747133269906044,0.07452316582202911,0.07222721725702286,0.06713466346263885,0.0666995421051979,0.06625904887914658,0.06824664771556854,0.06790821999311447,0.06386963278055191,0.06106550246477127,0.06026294454932213,0.06038864701986313,0.06530607491731644,0.06469690054655075,0.06669846922159195,0.09222694486379623,0.10060025751590729,0.10041746497154236,0.09583473950624466,0.09466567635536194,0.096645288169384,0.09824371337890625,0.10427466034889221,0.10924139618873596,0.1078498587012291,0.3879300057888031,1636465,1501609,331716,94558
2008,MI,1973631,71366,74181,75891,77537,71766,70679,68287,65646,63702,59895,59700,60103,62544,62044,57697,57168,55994,56558,60282,59321,59766,65343,69687,70122,66980,65732,67632,68761,73199,76048,370741,328209,591411,919620,683270,0,267825,244482,432694,677176,521742,521742,71332,53286,97415,150701,106909,0,19451,16873,32607,49480,27102,0,12133,13568,28695,42263,27517,0,0.19249556958675385,0.2000884711742401,0.20470085740089417,0.2091406136751175,0.19357448816299438,0.07685674726963043,0.07425566762685776,0.07138383388519287,0.06926991790533066,0.06513015925884247,0.06491811573505402,0.06535634398460388,0.06801070272922516,0.06746699661016464,0.06274004280567169,0.062164805829524994,0.06088819354772568,0.06150148808956146,0.06555099040269852,0.06450599431991577,0.08747054636478424,0.09563276916742325,0.10199043154716492,0.10262707620859146,0.09802860021591187,0.09620209038257599,0.09898283332586288,0.10063517838716507,0.10713041573762894,0.11130007356405258,0.4027150869369507,1602890,1466743,328942,96033
2009,MI,1938741,69801,71259,73791,75574,76069,70044,69199,64651,62103,61504,57950,58581,59371,61363,60318,58303,57276,56588,56101,59526,57096,60158,64048,69007,69572,66067,65419,67151,68601,72250,366494,327501,585377,912878,659369,0,262713,242482,428990,671472,499439,499439,71268,54232,95200,149432,104983,0,20211,17090,32828,49918,27483,0,12302,13697,28359,42056,27464,0,0.19045604765415192,0.1944342851638794,0.20134299993515015,0.2062080204486847,0.20755864679813385,0.07672876119613647,0.07580311596393585,0.07082107663154602,0.06802990287542343,0.06737373769283295,0.06348055601119995,0.06417177617549896,0.06503716856241226,0.06721927970647812,0.06607455015182495,0.0638672411441803,0.06274222582578659,0.06198856979608536,0.06145508959889412,0.06520695984363556,0.08659187704324722,0.09123571217060089,0.09713529050350189,0.10465611517429352,0.10551299899816513,0.10019730776548386,0.09921455383300781,0.10184130817651749,0.10404037684202194,0.10957445949316025,0.41376668214797974,1572247,1433624,325683,97612
2010,MI,1914131,68340,69946,71234,73759,74191,74940,69678,66093,62168,60180,59630,57193,58159,58951,59631,60830,58562,57584,56861,55618,57557,57447,59418,63475,68342,68902,65759,65158,66643,67882,357470,333059,583019,916078,640583,0,255732,243691,428017,671708,481544,481544,68622,57739,94032,151771,103121,0,20601,17700,32846,50546,28126,0,12515,13929,28124,42053,27792,0,0.1911768764257431,0.19566956162452698,0.19927266240119934,0.20633620023727417,0.20754468441009521,0.0818052589893341,0.07606121152639389,0.07214778661727905,0.06786321848630905,0.06569309532642365,0.06509271264076233,0.06243245676159859,0.06348694860935211,0.06435150653123856,0.06509380042552948,0.06640264391899109,0.06392686814069748,0.06285927444696426,0.06207004189491272,0.06071317195892334,0.08985096216201782,0.08967924863100052,0.09275612980127335,0.09908942133188248,0.10668718814849854,0.107561394572258,0.10265492647886276,0.10171671956777573,0.1040349155664444,0.10596909373998642,0.4138808846473694,1556661,1408984,323514,99273
2011,MI,1905342,66577,68518,69891,71934,71298,76275,76186,68872,64668,59267,58839,58987,56747,58381,59057,59721,60911,58477,57523,56869,55556,57389,57210,59261,63284,68230,68683,65512,64897,66322,348218,345268,585512,930780,626344,0,249068,249638,429867,679505,467389,467389,64926,62343,94066,156409,101460,0,21158,18352,33003,51355,28884,0,13066,14935,28576,43511,28611,0,0.19119344651699066,0.19676753878593445,0.2007104754447937,0.20657749474048615,0.20475104451179504,0.08194740116596222,0.0818517804145813,0.07399385422468185,0.06947721540927887,0.06367455422878265,0.0632147267460823,0.06337372958660126,0.06096714735031128,0.06272266060113907,0.0634489357471466,0.06416231393814087,0.06544081121683121,0.06282579898834229,0.06180085614323616,0.06109821796417236,0.0886988639831543,0.09162537008523941,0.0913395807147026,0.09461414068937302,0.10103712975978851,0.10893374681472778,0.10965699702501297,0.10459428280591965,0.10361239314079285,0.1058875024318695,0.4113285541534424,1557124,1395962,322795,101397
2012,MI,1899798,66069,66668,68555,70581,69260,73430,77545,75635,67673,62013,57997,58295,58775,56881,58589,59245,59840,60879,58616,57586,56823,55441,57347,57192,59231,63112,68038,68521,65264,64697,341133,356296,586703,942999,615666,0,244193,254749,430212,684961,455858,455858,61988,66098,93743,159841,100288,0,21454,19403,33422,52825,30015,0,13498,16046,29326,45372,29505,0,0.1936751902103424,0.19543111324310303,0.20096267759799957,0.20690171420574188,0.2030293196439743,0.07786858826875687,0.08223232626914978,0.08020687103271484,0.07176359742879868,0.065761469304561615,0.061502717435359955,0.06181873008608818,0.06232774257659912,0.06031925976276398,0.06213049963116646,0.06282615661621094,0.06345711648464203,0.06455892324447632,0.062159132212400436,0.061066873371601105,0.09229516983032227,0.09005045145750046,0.09314628690481186,0.0928945243358612,0.09620638191699982,0.10251012444496155,0.11051122099161148,0.11129573732614517,0.10600552707910538,0.10508457571268082,0.4099310338497162,1558665,1385012,322117,104294
2013,MI,1896760,65656,66220,66727,69185,67866,71260,74640,76987,74553,64880,60829,57520,58051,58953,57233,58829,59477,59955,61004,58822,57712,56700,55467,57411,57198,59221,62989,67863,68494,65058,335654,362320,590673,952993,608113,0,240229,256709,432656,689365,448263,448263,59419,68290,94158,162448,98580,0,21812,20231,33717,53948,30958,0,14194,17090,30142,47232,30312,0,0.19560618698596954,0.1972864866256714,0.19879697263240814,0.20611999928951263,0.2021903544664383,0.07477494329214096,0.0783216655254364,0.08078443259000778,0.0782303735613823,0.06808024644851685,0.06382942944765091,0.06035721302032471,0.060914404690265656,0.06186089664697647,0.06005605682730675,0.06173077970743179,0.06241074204444885,0.06291232258081436,0.06401306390762329,0.061723433434963226,0.09490341693162918,0.09323924779891968,0.09121166914701462,0.09440843760967255,0.09405817836523056,0.09738486260175705,0.10358107835054398,0.11159603297710419,0.11263367533683777,0.10698340833187103,0.40831035375595093,1561106,1377857,320447,106718
2014,MI,1892905,65190,65750,66255,67510,66613,70038,72476,74169,75865,71769,63622,60256,57346,58376,59104,57435,59065,59577,60074,61093,58873,57728,56783,55412,57386,57232,59023,62919,67702,68264,331318,364317,595948,960265,601322,0,236803,256597,435107,691704,441550,441550,57381,68517,96005,164522,96995,0,22310,21175,33852,55027,31700,0,14824,18028,30984,49012,31077,0,0.19675961136817932,0.19844982028007507,0.19997404515743256,0.20376195013523102,0.20105457305908203,0.07293611764907837,0.07547499984502792,0.0772380530834198,0.07900423556566238,0.07473874092102051,0.0662546306848526,0.06274934858083725,0.05971893295645714,0.06079155206680298,0.06154967471957207,0.05981161445379257,0.061509061604738235,0.062042247503995895,0.0625598132610321,0.06362097710371017,0.0979059487581253,0.09600181132555008,0.09443027526140213,0.09215029329061508,0.0954330638051033,0.09517695754766464,0.09815539419651031,0.10463445633649826,0.11258859932422638,0.1135232001543045,0.40481650829315186,1561587,1370057,318898,109037
2015,MI,1884154,65488,65231,65765,67291,65322,68929,71398,72031,72928,73049,70033,62740,59667,57276,58552,59222,57562,59067,59515,60053,61079,58799,57749,56730,55277,57318,57063,58834,62656,67530,329097,358335,603687,962022,593035,0,234362,252027,438527,690554,433952,433952,56659,65909,99257,165166,95002,0,22805,21927,34033,55960,32399,0,15271,18472,31870,50342,31682,0,0.1989929974079132,0.19821207225322723,0.1998347043991089,0.2044716328382492,0.19848859310150146,0.07165012508630753,0.07421659678220749,0.07487458735704422,0.07580699771642685,0.07593277841806412,0.07279770821332932,0.0652168020606041,0.06202248856425285,0.05953710153698921,0.060863472521305084,0.061559922993183136,0.05983439087867737,0.06139880418777466,0.06186448782682419,0.06242372840642929,0.1029939204454422,0.09914929419755936,0.09737873822450638,0.09566045552492142,0.09321034699678421,0.09665197134017944,0.09622197598218918,0.09920831024646759,0.10565312206745148,0.11387186497449875,0.40296024084091187,1555057,1358868,316827,111164
2016,MI,1879349,64477,65649,65396,67065,65017,67400,70199,71076,70976,70160,71627,69157,62560,60142,57735,58961,59695,57765,59196,59701,60178,61103,58885,57747,56639,55355,57285,57009,58726,62468,327604,349811,616539,966350,585395,0,232146,245709,444708,690417,427653,427653,56132,62433,103578,166011,92501,0,23700,22474,35012,57486,32999,0,15626,19195,33241,52436,32242,0,0.19681383669376373,0.20039132237434387,0.19961905479431152,0.2047136127948761,0.19846217334270477,0.06974698603153229,0.0726434513926506,0.0735509917140007,0.07344751060009003,0.07260309159755707,0.07412117719650269,0.0715651661157608,0.0647384524345398,0.062236249446868896,0.059745434671640396,0.06101412698626518,0.06177368387579918,0.05977647751569748,0.06125731021165848,0.061779893934726715,0.1027989611029625,0.1043790951371193,0.10059019923210144,0.09864621609449387,0.09675347059965134,0.09456008672714233,0.09785700589418411,0.09738552570343018,0.10031858831644058,0.10671085119247437,0.4031757712364197,1551745,1350216,314644,114185
2017,MI,1878709,62176,64658,65758,66555,64687,66949,68620,69871,70155,68366,68988,71020,68829,62803,60549,58295,59374,59993,58113,59514,59996,60298,61339,58920,57791,56782,55423,57301,56993,58593,323834,343961,627478,971439,583436,0,228547,241668,449215,690883,426818,426818,55054,59791,107655,167446,90316,0,24482,22834,35980,58814,33613,0,15751,19668,34628,54296,32689,0,0.19199959933757782,0.19966402649879456,0.2030608206987381,0.20552197098731995,0.19975358247756958,0.06891734898090363,0.07063747942447662,0.07192526012659073,0.07221760600805283,0.07037600874900818,0.07101629674434662,0.07310803979635239,0.0708526223897934,0.06464945524930954,0.062329184263944626,0.06000891327857971,0.06111963838338852,0.061756838113069534,0.059821564704179764,0.06126375496387482,0.10283219069242477,0.10334981232881546,0.10513406991958618,0.10098794102668762,0.09905285388231277,0.09732344001531601,0.09499413520097733,0.09821300208568573,0.09768509119749069,0.10042747110128403,0.4052755534648895,1554875,1346248,312816,116909
2018,MI,1878609,61902,62286,64660,66692,63851,66326,68019,68191,68829,67661,67193,68277,70521,68960,63074,60871,58508,59553,60182,58278,59657,60185,60352,61325,59014,57856,56817,55479,57267,56823,319391,339026,635417,974443,584775,0,224981,238368,451891,690259,428828,428828,53611,57681,111111,168792,88556,0,25002,23310,37149,60459,34329,0,15797,19667,35266,54933,33062,0,0.19381259381771088,0.19501489400863647,0.2024477869272232,0.20880989730358124,0.1999148428440094,0.06806555390357971,0.06980295479297638,0.0699794664978981,0.07063420116901398,0.06943556666374207,0.06895528733730316,0.07006771862506866,0.07237057387828827,0.07076863199472427,0.0647282600402832,0.062467481940984726,0.06004250794649124,0.06111491471529007,0.06176041066646576,0.059806473553180695,0.10201701521873474,0.10291992872953415,0.10320550948381424,0.10486939549446106,0.10091744363307953,0.09893719851970673,0.097160443663597107,0.094872385263443,0.09792996942996979,0.09717070311307907,0.40872472524642944,1559218,1344068,310959,119790
2019,MI,1878472,62070,62068,62207,65277,64011,65744,67454,67590,66966,66160,66291,66336,67727,70336,69184,63251,61040,58579,59741,60261,58421,59760,60252,60306,61268,59042,57840,56749,55413,57128,315633,333914,642746,976660,586179,0,221375,234756,454493,689249,430692,430692,52750,55833,114283,170116,87416,0,25549,23857,38269,62126,34749,0,15959,19468,35701,55169,33322,0,0.19665244221687317,0.19664610922336578,0.19708648324012756,0.20681297779083252,0.20280198752880096,0.06731513887643814,0.06906600296497345,0.06920524686574936,0.06856633722782135,0.06774107366800308,0.0678752064704895,0.06792128086090088,0.06934552639722824,0.0720168724656105,0.0708373412489891,0.06476255506277084,0.06249871850013733,0.0599789060652256,0.06116867810487747,0.061701104044914246,0.09966409206390381,0.10194838047027588,0.10278771817684174,0.1028798371553421,0.10452097654342651,0.100723497569561,0.09867293387651443,0.09681172668933868,0.0945325568318367,0.09745828807353973,0.4096149802207947,1562839,1341316,310282,122424
1990,MN,1027716,28526,27097,27808,29233,33791,33160,31291,29965,31051,32842,34900,36828,38380,37862,41449,41806,40097,39906,39336,38601,37981,36571,36031,33951,34986,33585,31848,31160,33248,24426,146455,158309,389165,547474,333787,0,133651,146003,364269,510272,317000,317000,3918,4294,9167,13461,5574,0,2559,2376,4747,7123,3035,0,6327,5636,10982,16618,8178,0,0.19477654993534088,0.18501928448677063,0.18987402319908142,0.19960397481918335,0.23072616755962372,0.06056908518075943,0.05715522542595863,0.054733194410800934,0.05671684816479683,0.05998823791742325,0.06374731659889221,0.06726894527673721,0.07010378688573837,0.06915762275457382,0.07570952922105789,0.07636161893606186,0.0732400044798851,0.07289113104343414,0.07184998691082001,0.0705074593424797,0.11378813534975052,0.10956388711929321,0.10794608294963837,0.10171456634998322,0.10481534898281097,0.10061805695295334,0.09541413933038712,0.09335294365882874,0.09960843622684479,0.07317840307950974,0.43033015727996826,881261,960923,22953,12717
1991,MN,1036968,28555,28383,27644,27887,30804,33031,32243,30389,29968,31753,32500,35000,37215,36995,41533,41275,41186,40568,40005,40748,38631,37367,37054,34432,37337,34290,33042,31845,31213,34075,143273,157384,387025,544409,349286,0,130376,144080,361096,505176,331146,331146,3895,4554,9514,14068,6239,0,2598,2574,5183,7757,3312,0,6404,6176,11232,17408,8589,0,0.19930481910705566,0.19810432195663452,0.19294632971286774,0.19464239478111267,0.2150021344423294,0.06067313253879547,0.059225693345069885,0.05582016333937645,0.05504684895277023,0.0583256334066391,0.05969776585698128,0.06428989768028259,0.06835853308439255,0.067954421043396,0.0762900710105896,0.07581616193056107,0.07565268129110336,0.07451750338077545,0.07348335534334183,0.07484813779592514,0.11059991270303726,0.10698109865188599,0.10608498752117157,0.09857824444770813,0.10689520835876465,0.09817169606685638,0.0945986956357956,0.09117170423269272,0.08936230093240738,0.09755615890026093,0.40964454412460327,893695,966698,24202,13667
1992,MN,1037195,30436,28563,28990,27739,29219,30051,32087,31341,30409,30620,31525,32537,35359,36053,40197,41479,40672,41589,40563,41292,40745,37931,37798,35518,37464,36619,33656,33061,31826,31856,144947,154508,381266,535774,356474,0,131374,139933,353628,493561,336607,336607,4168,4824,10088,14912,7004,0,2794,2918,5652,8570,3628,0,6611,6833,11898,18731,9235,0,0.20998020470142365,0.19705823063850403,0.20000414550304413,0.19137339293956757,0.20158402621746063,0.056088946759700775,0.0598890595138073,0.05849668011069298,0.05675714090466499,0.05715096369385719,0.058840107172727585,0.06072896346449852,0.06599611043930054,0.06729143112897873,0.07502603530883789,0.07741883397102356,0.07591260224580765,0.07762414962053299,0.07570916414260864,0.07706981152296066,0.11430006474256516,0.1064060777425766,0.10603297501802444,0.0996370017528534,0.10509602725505829,0.10272558778524399,0.09441361576318741,0.09274449199438095,0.08928000181913376,0.08936416357755661,0.3929574191570282,892248,961542,26084,14992
1993,MN,1045460,31492,30244,29156,29250,29092,28603,29421,31464,31597,31228,30729,31727,33083,34651,39073,40512,41122,41249,41770,42002,41497,40133,38578,36533,38513,37071,36112,33881,33140,32537,149234,152313,375918,528231,367995,0,134719,136572,346468,483040,346404,346404,4549,5046,10825,15871,7764,0,3085,3352,6144,9496,4054,0,6881,7343,12481,19824,9773,0,0.21102429926395416,0.20266158878803253,0.19537103176116943,0.19600091874599457,0.1949421763420105,0.054148659110069275,0.05569722503423691,0.059564851224422455,0.0598166324198246,0.05911807343363762,0.05817341431975365,0.06006273627281189,0.06262979656457901,0.06559819728136063,0.0739695355296135,0.07669372111558914,0.07784851640462875,0.07808893918991089,0.07907525449991226,0.07951445132493973,0.1127651184797287,0.10905854403972626,0.10483294725418091,0.09927580505609512,0.10465631633996964,0.10073778033256531,0.09813176840543747,0.09206918627023697,0.09005557000637054,0.08841696381568909,0.39094310998916626,896226,964163,28184,16635
1994,MN,1053185,33141,31178,30931,29387,30472,28343,28008,28867,31725,32391,31443,30854,32229,32587,37243,39474,40149,41617,41334,43052,42145,40769,40746,37365,39195,38091,36441,36358,33895,33755,155109,149334,369982,519316,378760,0,139397,132594,338407,471001,355372,355372,5127,5342,11735,17077,8611,0,3373,3600,6650,10250,4414,0,7212,7798,13190,20988,10363,0,0.21366265416145325,0.20100703835487366,0.19941461086273193,0.18946032226085663,0.19645538926124573,0.05457755923271179,0.05393248051404953,0.05558658018708229,0.06108997389674187,0.06237242743372917,0.06054694950580597,0.05941276624798775,0.06206047907471657,0.06274984776973724,0.07171548902988434,0.076011523604393,0.07731130719184875,0.08013810217380524,0.07959315925836563,0.08290135115385056,0.11127098649740219,0.10763808339834213,0.1075773611664772,0.09865085780620575,0.10348241776227951,0.10056763887405396,0.09621132165193558,0.09599218517541885,0.08948938548564911,0.08911976218223572,0.38591569662094116,898076,965770,30815,18037
1995,MN,1060593,35114,32725,31967,31134,30391,29593,27753,27545,29147,32537,32720,31501,31363,31968,34737,37726,39132,40583,41650,42487,43198,41358,41339,39567,39702,38878,37404,36720,36263,34391,161331,146575,363867,510442,388820,0,144048,129002,330062,459064,363368,363368,5768,5409,12479,17888,9404,0,3758,3900,7200,11100,4971,0,7757,8264,14126,22390,11077,0,0.21765190362930298,0.20284384489059448,0.19814543426036835,0.19298213720321655,0.18837669491767883,0.05797524377703667,0.05437052622437477,0.053963035345077515,0.05710149183869362,0.06374279409646988,0.06410130858421326,0.06171318143606186,0.06144282966852188,0.06262807548046112,0.06805278360843658,0.0739084929227829,0.07666297256946564,0.07950560748577118,0.08159594982862473,0.08323570340871811,0.11110024899244308,0.10636798292398453,0.1063191220164299,0.10176174342632294,0.10210894793272018,0.09998971223831177,0.09619875252246857,0.09443958848714828,0.09326423704624176,0.08844967186450958,0.3813588321208954,899262,966480,33060,19829
1996,MN,1068456,35370,34628,33660,32203,32063,29526,29058,27401,27955,29974,33031,32803,32108,31323,33840,35383,37472,39571,40609,42758,42660,42352,41938,40325,41679,39556,38133,37766,36577,36734,167924,143914,358898,502812,397720,0,149170,125486,322405,447891,370174,370174,6253,5667,13169,18836,10293,0,4209,4276,8261,12537,5500,0,8292,8485,15063,23548,11753,0,0.21063099801540375,0.20621232688426971,0.20044782757759094,0.19177128374576569,0.1909375637769699,0.05872174724936485,0.057790983468294144,0.054495517164468765,0.055597320199012756,0.059612736105918884,0.06569254398345947,0.06523909419775009,0.06385686993598938,0.06229564920067787,0.06730149686336517,0.07037023454904556,0.07452487200498581,0.07869939506053925,0.0807637870311737,0.08503774553537369,0.10726138949394226,0.106486976146698,0.10544604063034058,0.10139042884111404,0.10479483008384705,0.09945690631866455,0.09587901085615158,0.09495624899864197,0.09196671098470688,0.0923614576458931,0.3827088475227356,900532,967235,35382,22246
1997,MN,1072126,36598,35046,35579,33846,32904,31036,29012,28747,27810,28702,30514,32995,33338,32155,32775,34501,35111,37738,39418,41465,42807,41650,42772,40892,41950,41491,38577,38406,37452,36839,173973,145307,350010,495317,402836,0,153428,125264,310828,436092,373357,373357,6748,6138,13782,19920,11044,0,4658,5117,9295,14412,5996,0,9139,8788,16105,24893,12439,0,0.21036598086357117,0.2014450579881668,0.20450875163078308,0.19454742968082428,0.18913279473781586,0.06265886127948761,0.058572590351104736,0.05803757905960083,0.056145861744880676,0.05794673040509224,0.06160499155521393,0.06661390513181686,0.06730639189481735,0.06491801887750626,0.06616974622011185,0.06965438276529312,0.07088591903448105,0.07618959248065948,0.0795813575387001,0.0837140679359436,0.10626408457756042,0.10339195281267166,0.1061772033572197,0.10151029378175735,0.10413666814565659,0.10299725085496902,0.09576353430747986,0.09533904492855072,0.0929708331823349,0.09144912660121918,0.38368022441864014,898153,962877,37712,25066
1998,MN,1073882,36814,36311,35675,35754,34339,31705,30418,28684,29189,28564,29303,30400,33560,33493,33304,33539,34199,35286,37523,40111,41471,41672,42030,41805,42121,41858,40343,38853,37991,37567,178893,148560,340718,489278,405711,0,156389,127033,298741,425774,374108,374108,7373,6772,14348,21120,11863,0,5177,5752,10497,16249,6612,0,9954,9003,17132,26135,13128,0,0.20578782260417938,0.2029760777950287,0.19942088425159454,0.1998624950647354,0.19195273518562317,0.06479956209659576,0.0621691569685936,0.05862515792250633,0.05965729057788849,0.058379899710416794,0.05989028885960579,0.06213236600160599,0.06859086453914642,0.06845392286777496,0.06806764006614685,0.06854794174432755,0.0698968693614006,0.07211850583553314,0.07669055461883545,0.08197997510433197,0.10221808403730392,0.10271351039409637,0.10359591245651245,0.10304132848978043,0.10382020473480225,0.10317195951938629,0.09943778067827225,0.09576521068811417,0.09364054352045059,0.09259546548128128,0.3918152451515198,894989,956271,40356,28038
1999,MN,1078157,36302,36265,36653,36022,36258,33174,31250,30345,29253,30087,29342,29304,31103,34017,34578,34443,33439,34530,35229,38307,40361,40546,42262,41402,42873,42391,40825,40899,38537,38160,181500,154109,334292,488401,408256,0,157182,130630,289294,419924,374621,374621,7911,7577,15295,22872,12593,0,5747,6650,11438,18088,7264,0,10660,9252,18265,27517,13778,0,0.2000110149383545,0.19980716705322266,0.20194490253925323,0.19846831262111664,0.19976858794689178,0.06792369484901428,0.06398430466651917,0.06213132292032242,0.059895455837249756,0.06160306930541992,0.06007768213748932,0.05999987572431564,0.06368332356214523,0.06964973360300064,0.07079838216304779,0.07052196562290192,0.06846628338098526,0.07070010155439377,0.07213129848241806,0.07843349874019623,0.09886198490858078,0.09931513667106628,0.10351838171482086,0.1014118567109108,0.10501498728990555,0.1038343608379364,0.09999853372573853,0.10017979145050049,0.09439420700073242,0.09347076714038849,0.3982369005680084,896657,951727,43376,31099
2000,MN,1083916,37656,36169,36861,36810,35994,34714,32566,31396,30884,30114,30530,29431,29773,32031,35021,35620,34720,33895,34715,36129,38366,39799,41415,41678,42636,42764,41587,41414,40414,38814,183490,159674,331865,491539,408887,0,157469,134442,283015,417457,372977,372977,8428,8267,16370,24637,13325,0,6317,7300,13024,20324,8111,0,11276,9665,19456,29121,14474,0,0.2052209973335266,0.19711701571941376,0.20088833570480347,0.20061038434505463,0.19616328179836273,0.07062308490276337,0.06625313311815262,0.06387285888195038,0.06283123046159744,0.06126471981406212,0.06211104243993759,0.059875208884477615,0.06057098135352135,0.065164715051651,0.0712476521730423,0.07246627658605576,0.07063528895378113,0.0689568892121315,0.07062511891126633,0.07350179553031921,0.09383032470941544,0.09733495861291885,0.10128715634346008,0.10193036496639252,0.10427330434322357,0.10458635538816452,0.1017078086733818,0.1012847051024437,0.09883904457092285,0.09492598474025726,0.39677366614341736,900426,947903,46390,34752
