year,stname,pop,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,pop30,pop31,pop32,pop33,pop34,pop35,pop36,pop37,pop38,pop39,pop40,pop41,pop42,pop43,pop44,pop1519,pop2024,pop2534,pop2034,pop3544,pop45plus,popwhitenh1519,popwhitenh2024,popwhitenh2534,popwhitenh2034,popwhitenh3544,popwhitenh45plus,popblacknh1519,popblacknh2024,popblacknh2534,popblacknh2034,popblacknh3544,popblacknh45plus,pophispanic1519,pophispanic2024,pophispanic2534,pophispanic2034,pophispanic3544,pophispanic45plus,popotherrace1519,popotherrace2024,popotherrace2534,popotherrace2034,popotherrace3544,popotherrace45plus,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819,pop2045plus,popwhite1544,popblack1544,pophispanic1544
2003,WV,358547,11069,11317,11460,11717,11965,12555,12953,12649,12547,11200,10952,10530,9981,10600,10191,11074,11595,12116,11842,11585,11326,11564,11580,12562,12982,13167,13235,13854,14040,14339,57528,61904,110466,172370,128649,0,53993,58131,104719,162850,122663,122663,2360,2305,3415,5720,3963,0,622,706,1086,1792,843,0,553,762,1246,2008,1180,0,0.1924106478691101,0.19672159850597382,0.1992073357105255,0.20367473363876343,0.20798566937446594,0.07283750176429749,0.07514648884534836,0.07338283956050873,0.07279109209775925,0.06497650593519211,0.06353773921728134,0.061089515686035156,0.05790450796484947,0.061495620757341385,0.05912281572818756,0.06424552202224731,0.06726808845996857,0.07029065489768982,0.06870105117559433,0.06721007078886032,0.08803799748420715,0.08988799154758453,0.09001235663890839,0.09764552861452103,0.1009102314710617,0.10234825313091278,0.10287681967020035,0.10768835991621017,0.10913415253162384,0.11145830899477005,0.41166040301322937,301019,339506,12043,3257
2004,WV,355171,11284,11060,11298,11814,12169,11916,12643,12309,12195,12165,10823,10884,10641,9789,10595,10341,11105,11698,12307,11960,11640,11425,11540,11665,12579,13115,13064,13334,13779,14034,57625,61228,110143,171371,126175,0,54115,57429,104082,161511,120203,120203,2330,2267,3557,5824,3826,0,628,740,1201,1941,920,0,552,792,1303,2095,1226,0,0.19581778347492218,0.1919305920600891,0.19606073200702667,0.2050151824951172,0.21117570996284485,0.0695333480834961,0.07377561181783676,0.07182662189006805,0.07116139680147171,0.07098633795976639,0.06315537542104721,0.06351132690906525,0.062093354761600494,0.05712168291211128,0.06182492896914482,0.06034276634454727,0.064800925552845,0.06826125830411911,0.07181495428085327,0.06979010254144669,0.09225282073020935,0.09054884314537048,0.09146027266979218,0.09245096147060394,0.0996948704123497,0.10394293814897537,0.10353873670101166,0.10567861795425415,0.1092054694890976,0.11122646927833557,0.41619089245796204,297546,335829,11980,3489
2005,WV,352245,11844,11239,11039,11672,12272,12060,11932,11848,11899,11822,11955,10673,11001,10359,9772,10774,10335,11270,11958,12371,11831,11666,11332,11609,11774,12776,12936,13188,13257,13781,58066,59561,110468,170029,124150,0,54483,55742,104180,159922,118225,118225,2341,2223,3640,5863,3707,0,684,781,1327,2108,960,0,558,815,1321,2136,1258,0,0.20397478342056274,0.19355560839176178,0.19011124968528748,0.20101264119148254,0.21134571731090546,0.07092908024787903,0.07017626613378525,0.06968223303556442,0.06998217850923538,0.06952931731939316,0.0703115314245224,0.06277164816856384,0.06470073014497757,0.06092490255832672,0.05747254937887192,0.06336566060781479,0.0607837475836277,0.06628280878067017,0.07032918184995651,0.07275817543268204,0.09529601037502289,0.09396697580814362,0.09127668291330338,0.09350785613059998,0.09483689069747925,0.10290776938199997,0.10419653356075287,0.10622633993625641,0.10678211599588394,0.11100281774997711,0.4123583436012268,294179,332630,11911,3752
2006,WV,349980,11757,11799,11269,11557,12169,12167,12063,11176,11386,11540,11537,11798,10744,10706,10329,9981,10826,10493,11582,11998,12339,11960,11541,11395,11729,11933,12618,13109,13139,13340,58551,58332,109994,168326,123103,0,54900,54275,103559,157834,117068,117068,2426,2408,3633,6041,3664,0,718,811,1468,2279,1079,0,507,838,1334,2172,1292,0,0.20079930126667023,0.20151662826538086,0.1924646943807602,0.19738347828388214,0.20783589780330658,0.07228235900402069,0.07166450470685959,0.06639496982097626,0.06764254719018936,0.06855744123458862,0.06853961944580078,0.07009018212556839,0.06382852047681808,0.06360276788473129,0.06136306747794151,0.059295654296875,0.06431567668914795,0.06233736872673035,0.0688069611787796,0.07127835601568222,0.10023313760757446,0.0971544161438942,0.09375075995922089,0.09256476163864136,0.09527793526649475,0.09693508595228195,0.10249952971935272,0.10648806393146515,0.10673175752162933,0.108364537358284,0.4052193760871887,291429,329802,12131,4076
2007,WV,347854,11806,11694,11815,11802,12095,12013,12171,11293,10627,11006,11308,11417,11937,10347,10629,10548,10033,10984,10739,11603,11910,12404,11812,11616,11462,11981,11720,12855,13032,13195,59212,57110,109545,166655,121987,0,55308,53089,102927,156016,115835,115835,2569,2396,3739,6135,3665,0,808,800,1546,2346,1157,0,527,825,1333,2158,1330,0,0.19938525557518005,0.1974937468767166,0.1995372623205185,0.19931770861148834,0.2042660266160965,0.07208304852247238,0.07303111255168915,0.06776273995637894,0.0637664645910263,0.06604062020778656,0.06785275042057037,0.06850679218769073,0.07162701338529587,0.06208634749054909,0.06377846747636795,0.06329242885112762,0.0602022148668766,0.06590861082077026,0.06443851441144943,0.06962287425994873,0.09763335436582565,0.10168296843767166,0.09682998806238174,0.09522326290607452,0.09396082907915115,0.09821538627147675,0.09607581049203873,0.10538008064031601,0.10683105885982513,0.10816726088523865,0.40358373522758484,288642,327159,12369,4311
2008,WV,345247,11078,11740,11647,12375,12314,11885,11901,11435,10740,10267,10856,11180,11601,11473,10281,10979,10605,10237,11260,10747,11519,12059,12222,11867,11769,11668,11692,11954,12772,13124,59154,56228,109219,165447,120646,0,55044,52116,102513,154629,114450,114450,2711,2482,3770,6252,3622,0,865,828,1573,2401,1206,0,534,802,1363,2165,1368,0,0.18727388978004456,0.1984650194644928,0.1968928575515747,0.2091997116804123,0.20816850662231445,0.07183569669723511,0.07193239778280258,0.0691157877445221,0.06491504609584808,0.062056127935647964,0.065616175532341,0.06757450848817825,0.07011913508176804,0.06934546679258347,0.06214074417948723,0.06635961681604385,0.06409907341003418,0.06187479943037033,0.06805805116891861,0.06495735794305801,0.09547767788171768,0.09995358437299728,0.10130464285612106,0.09836214780807495,0.09754985570907593,0.09671269357204437,0.09691162407398224,0.09908326715230942,0.10586343705654144,0.10878106206655502,0.41736823320388794,286093,324123,12585,4472
2009,WV,343471,10927,11053,11715,12317,12980,12176,11820,11228,10986,10512,10169,10695,11271,11051,11419,10748,11093,10788,10597,11324,10645,11572,11880,12334,12034,12048,11449,11938,11873,12829,58992,56722,109155,165877,118602,0,54699,52597,102177,154774,112437,112437,2816,2458,3855,6313,3571,0,954,881,1591,2472,1240,0,523,786,1532,2318,1354,0,0.18522851169109344,0.1873643845319748,0.19858625531196594,0.20879101753234863,0.2200298309326172,0.07340379059314728,0.07125762104988098,0.0676887109875679,0.06622979789972305,0.06337225437164307,0.06130446121096611,0.06447548419237137,0.06794793903827667,0.06662165373563766,0.06884016841650009,0.06479500234127045,0.06687485426664352,0.06503614038228989,0.0638846829533577,0.06826744973659515,0.08975397050380707,0.0975700244307518,0.10016694664955139,0.10399487614631653,0.10146540403366089,0.10158344358205795,0.09653294086456299,0.10065597295761108,0.10010792315006256,0.10816849768161774,0.4288208484649658,284479,321910,12700,4666
2010,WV,341862,10835,10903,11122,12068,12822,12802,12162,11286,10887,10668,10453,10159,10764,10868,11063,11615,11069,11143,11110,10665,11175,10889,11276,11883,12451,12451,11774,11660,11824,12015,57750,57805,108909,166714,117398,0,53403,53557,101917,155474,111170,111170,2851,2553,3931,6484,3565,0,962,914,1542,2456,1251,0,534,781,1519,2300,1412,0,0.18761904537677765,0.1887965351343155,0.19258874654769897,0.20896969735622406,0.22202597558498383,0.07679019123315811,0.07295127958059311,0.06769677251577377,0.06530345231294632,0.06398982554674149,0.06270018965005875,0.06093669310212135,0.06456566601991653,0.06518948823213577,0.06635915488004684,0.06967021524906158,0.06639514118432999,0.06683901697397232,0.06664107739925385,0.06397183239459991,0.09518901258707047,0.0927528589963913,0.09604933857917786,0.1012197807431221,0.1060580238699913,0.1060580238699913,0.10029131919145584,0.09932026267051697,0.1007172167301178,0.10234416276216507,0.4309956729412079,284112,320047,12900,4669
2011,WV,341241,10816,10845,10952,11227,12170,13000,13314,11904,11264,10691,10446,10388,10114,10793,10892,11109,11629,11098,11145,11195,10740,11216,10886,11276,11909,12502,12488,11812,11615,11805,56010,60173,108809,168982,116249,0,51551,55501,101485,156986,109856,109856,2875,2647,4004,6651,3560,0,1002,1116,1661,2777,1333,0,582,909,1659,2568,1500,0,0.19310837984085083,0.19362613558769226,0.1955365091562271,0.20044635236263275,0.21728262305259705,0.07693126797676086,0.07878945767879486,0.07044537365436554,0.06665799021720886,0.06326709687709808,0.0618172362446785,0.06147400289773941,0.05985252931714058,0.06387070566415787,0.06445656716823578,0.06574072688817978,0.06881798058748245,0.06567563116550446,0.06595376878976822,0.06624966114759445,0.09238789230585098,0.09648255258798599,0.09364381432533264,0.0969986841082573,0.1024438887834549,0.10754501074552536,0.10742457956075668,0.1016094759106636,0.09991484135389328,0.10154926031827927,0.4177289605140686,285231,318393,13086,5112
2012,WV,339990,10768,10775,10822,11052,11380,12281,13482,13026,11889,10886,10412,10297,10351,10120,10883,10973,11145,11681,11109,11158,11205,10751,11213,10865,11266,11867,12495,12507,11749,11582,54797,61564,108129,169693,115500,0,50324,56658,100738,157396,108926,108926,2876,2752,3963,6715,3599,0,1014,1193,1748,2941,1395,0,583,961,1680,2641,1580,0,0.19650711119174957,0.19663485884666443,0.1974925696849823,0.20168986916542053,0.20767560601234436,0.07237187027931213,0.0794493556022644,0.07676215469837189,0.0700618177652359,0.06415114551782608,0.06135786324739456,0.060680169612169266,0.06099839136004448,0.05963711068034172,0.06413346529006958,0.0646638348698616,0.06567742675542831,0.06883607804775238,0.0654652789235115,0.06575404107570648,0.09701298922300339,0.0930822491645813,0.09708224982023239,0.09406926482915878,0.09754112362861633,0.10274458676576614,0.10818181931972504,0.10828571766614914,0.10172294080257416,0.10027705878019333,0.4093654751777649,285193,316646,13190,5350
2013,WV,338059,10646,10745,10788,10831,11183,11588,12886,13190,12971,11477,10548,10246,10205,10345,10053,10857,10949,11065,11635,11123,11125,11198,10677,11162,10848,11218,11884,12507,12421,11688,54193,62112,107026,169138,114728,0,49690,56935,99489,156424,108044,108044,2876,2862,3998,6860,3669,0,1028,1287,1837,3124,1424,0,599,1028,1702,2730,1591,0,0.196446031332016,0.19827283918857574,0.19906629621982574,0.19985975325107574,0.20635506510734558,0.06851210445165634,0.07618630677461624,0.07798365503549576,0.07668885588645935,0.0678558349609375,0.06236327812075615,0.06057775393128395,0.060335349291563034,0.061163075268268585,0.05943667143583298,0.06419018656015396,0.06473412364721298,0.06541994959115982,0.06878998130559921,0.06576287001371384,0.09696847945451736,0.09760476648807526,0.0930635929107666,0.09729098528623581,0.09455407410860062,0.09777909517288208,0.10358413308858871,0.1090143620967865,0.10826476663351059,0.10187573730945587,0.4062148332595825,283866,314158,13405,5576
2014,WV,336120,10760,10622,10776,10746,10941,11335,12152,12759,13089,12504,11121,10358,10191,10245,10291,10000,10895,10916,11016,11632,11055,11144,11152,10613,11084,10830,11234,11821,12438,12400,53845,61839,106665,168504,113771,0,49319,56559,98861,155420,106986,106986,2869,2906,4130,7036,3646,0,1040,1302,1963,3265,1539,0,617,1072,1711,2783,1600,0,0.19983285665512085,0.19726994633674622,0.20013000071048737,0.1995728462934494,0.20319435000419617,0.06726843118667603,0.07211698591709137,0.07571926712989807,0.07767768204212189,0.07420594990253448,0.06599843502044678,0.06147035211324692,0.06047927588224411,0.060799743980169296,0.061072733253240585,0.05934577062726021,0.06465721875429153,0.06478184461593628,0.06537530571222305,0.0690310001373291,0.09716887772083282,0.09795114398002625,0.09802146255970001,0.09328387677669525,0.09742376953363419,0.09519121795892715,0.09874220937490463,0.1039016991853714,0.1093248724937439,0.1089908704161644,0.4027671813964844,282275,311725,13551,5844
2015,WV,332377,10918,10713,10643,10579,10739,11095,11777,11740,12557,12540,12024,10929,10316,10153,10141,10274,10008,10791,10851,10975,11597,11024,11053,11143,10626,11081,10827,11183,11770,12310,53592,59709,106462,166171,112614,0,49018,54553,98554,153107,105670,105670,2863,2872,4176,7048,3700,0,1070,1258,1975,3233,1680,0,641,1026,1757,2783,1564,0,0.2037244439125061,0.19989924132823944,0.19859308004379272,0.19739887118339539,0.20038437843322754,0.0667685717344284,0.07087277621030807,0.070650115609169,0.07556673884391785,0.07546443492174149,0.07235919684171677,0.06576959788799286,0.06208062916994095,0.061099711805582047,0.06102749705314636,0.061827875673770905,0.06022711470723152,0.06493912637233734,0.06530020385980606,0.06604642421007156,0.10298009216785431,0.0978919118642807,0.09814943373203278,0.09894862025976181,0.09435771405696869,0.09839806705713272,0.09614257514476776,0.09930381923913956,0.10451631247997284,0.10931145399808884,0.3977832496166229,278785,307795,13611,5983
2016,WV,327549,10361,10849,10647,10478,10595,10912,11508,11413,11658,11988,12025,11755,10795,10160,10143,10019,10192,9909,10726,10825,10865,11547,10984,10964,11125,10547,11001,10726,11135,11697,52930,57479,106549,164028,110591,0,48381,52337,98480,150817,103573,103573,2795,2861,4257,7118,3688,0,1100,1229,2050,3279,1789,0,654,1052,1762,2814,1541,0,0.19574910402297974,0.20496882498264313,0.20115245878696442,0.19795957207679749,0.20017004013061523,0.06652522832155228,0.07015874981880188,0.0695795863866806,0.07107323408126831,0.07308508455753326,0.07331065088510513,0.07166459411382675,0.06581193208694458,0.061940643936395645,0.061837002635002136,0.06108103320002556,0.0621357336640358,0.06041041761636734,0.06539127230644226,0.06599482893943787,0.09824488312005997,0.10441175103187561,0.0993209183216095,0.09914007782936096,0.10059589147567749,0.09536942094564438,0.09947463870048523,0.0969879999756813,0.10068631172180176,0.1057680994272232,0.3981296122074127,274619,302771,13601,6168
2017,WV,322277,10263,10288,10751,10454,10420,10696,11369,11169,11293,11127,11408,11635,11550,10577,10035,9982,9952,10072,9792,10592,10726,10796,11454,10915,10916,11002,10448,10934,10613,11048,52176,55654,105595,161249,108852,0,47687,50678,97526,148204,101774,101774,2770,2756,4313,7069,3677,0,1094,1215,2049,3264,1889,0,625,1005,1707,2712,1512,0,0.19669963419437408,0.19717878103256226,0.20605258643627167,0.20036031305789948,0.19970868527889252,0.06633219122886658,0.07050586491823196,0.06926554441452026,0.07003454118967056,0.0690050795674324,0.0707477256655693,0.07215548306703568,0.07162835448980331,0.06559420377016068,0.06223294511437416,0.06190425902605057,0.06171821057796478,0.06246240437030792,0.06072595715522766,0.06568723171949387,0.09853746742010117,0.09918054193258286,0.10522544384002686,0.10027376562356949,0.1002829521894455,0.1010730192065239,0.09598353505134583,0.10044831782579422,0.09749935567378998,0.10149560868740082,0.400068998336792,270101,297665,13516,6247
2018,WV,318439,10324,10231,10247,10469,10317,10591,11100,11063,11004,10786,10652,11130,11508,11412,10460,9914,9916,9892,9948,9731,10534,10683,10716,11450,10871,10827,10941,10346,10826,10550,51588,54544,104563,159107,107744,0,47106,49713,96355,146068,100649,100649,2735,2729,4404,7133,3665,0,1129,1178,2181,3359,1931,0,618,924,1623,2547,1499,0,0.20012405514717102,0.19832131266593933,0.19863146543502808,0.20293478667736053,0.19998836517333984,0.06656526774168015,0.06976437568664551,0.06953182816505432,0.06916100531816483,0.06779085844755173,0.06694865971803665,0.06995292752981186,0.07232868671417236,0.07172531634569168,0.06574191898107529,0.062310270965099335,0.062322840094566345,0.062171995639801025,0.06252396106719971,0.061160098761320114,0.09776878356933594,0.09915169328451157,0.09945797175168991,0.10627041757106781,0.10089656710624695,0.10048819333314896,0.1015462577342987,0.09602390974760056,0.10047890990972519,0.09791728854179382,0.40292316675186157,266851,293823,13533,6419
2019,WV,315074,10223,10268,10223,10055,10395,10565,11052,10761,10869,10500,10359,10334,10926,11264,11331,10330,9859,9819,9778,9862,9668,10483,10605,10641,11391,10786,10768,10927,10270,10762,51164,53747,103862,157609,106301,0,46656,48993,95667,144660,99172,99172,2698,2735,4397,7132,3654,0,1203,1159,2251,3410,1985,0,607,860,1547,2407,1490,0,0.19980846345424652,0.20068798959255219,0.19980846345424652,0.19652490317821503,0.20317019522190094,0.06703297048807144,0.07012289762496948,0.0682765543460846,0.06896179914474487,0.06662055850028992,0.06572594493627548,0.06556732207536697,0.06932345032691956,0.07146800309419632,0.0718931034207344,0.06554194539785385,0.0625535324215889,0.06229974329471588,0.06203960254788399,0.06257256865501404,0.09094928205013275,0.09861619025468826,0.09976387768983841,0.10010253638029099,0.10715797543525696,0.1014665886759758,0.10129725933074951,0.10279301553964615,0.09661244601011276,0.10124081373214722,0.39969509840011597,263910,290488,13484,6598
1990,WY,103509,3527,3353,3397,3186,3321,3115,2777,2564,2578,2611,2899,3085,3283,3366,3894,3978,3960,4062,4192,4249,4221,4064,4052,3735,3804,3607,3359,3271,3503,2496,16784,13645,36968,50613,36112,0,14934,12066,33529,45595,33364,33364,131,128,300,428,179,0,1252,979,2094,3073,1670,0,467,472,1045,1517,899,0,0.21014061570167542,0.19977359473705292,0.20239514112472534,0.18982364237308502,0.1978670209646225,0.06154545396566391,0.054867327213287354,0.050658922642469406,0.0509355291724205,0.0515875369310379,0.057277776300907135,0.060952719300985336,0.06486475467681885,0.06650464981794357,0.0769367590546608,0.07859640568494797,0.078240767121315,0.08025605976581573,0.08282457292079926,0.08395076543092728,0.11688635498285294,0.11253876984119415,0.11220646649599075,0.10342822223901749,0.10533894598484039,0.09988369792699814,0.09301616996526718,0.0905793085694313,0.0970037654042244,0.06911829859018326,0.3876906633377075,86725,93893,738,5995
